number_volume,number_issue,number_article,type_1,type_2,page_start,page_end,date_receive,date_accept,date_online,keyword
14,4,7,Article,Original Articles,562,585,,,08 Oct 2012,"['European integration', 'differentiated integration', 'Euroscepticism', 'security community', 'regionalism']"
14,4,8,Article,Religion in Europe,586,610,02 Aug 2011,19 May 2012,30 Jul 2012,"['European integration', 'religion', 'multi-level modelling', 'EVS']"
14,4,9,Article,Religion in Europe,611,632,08 Oct 2010,16 Aug 2012,12 Oct 2012,"['religion', 'secularisation', 'modernisation', 'religious markets', 'believing', 'belonging']"
14,5,1,editorial,EDITORIAL,633,635,,,11 Dec 2012,[]
14,5,2,Article,Urban Cultures,636,659,24 Jun 2011,16 Aug 2012,11 Oct 2012,"['culture', 'policy analysis', 'local governance', 'cross-national analysis', 'mayors', 'Europe']"
14,5,3,Article,Urban Cultures,660,683,16 Jul 2010,10 Jul 2012,31 Aug 2012,"['symbolic boundaries', 'cultural boundaries', 'moral boundaries', 'cultural capital', 'Pierre Bourdieu', 'class']"
14,5,4,Article,Employments,684,703,10 Mar 2009,30 Jun 2012,06 Sep 2012,"['self-employment', 'post-communist economies', 'market transition theory', 'structural context']"
14,5,5,Article,Employments,704,726,07 Nov 2010,19 May 2012,06 Aug 2012,"['France', 'temporary employment', 'labour market reforms', 'dualisation', 'institutional change']"
14,5,6,Article,Elites and Poverty,727,754,07 Sep 2010,19 May 2012,13 Aug 2012,"['economic elites', 'political elites', 'fields', 'multiple correspondence analysis']"
14,5,7,Article,Elites and Poverty,755,777,15 Dec 2010,15 Aug 2012,10 Oct 2012,"['family policy', 'poverty', 'social investment', 'ideas', 'discourse', 'Finland', 'Germany']"
14,5,8,book review,Book Reviews,778,780,08 Mar 2012,14 May 2012,24 Jul 2012,[]
14,5,9,book review,Book Reviews,781,783,01 Aug 2012,14 Sep 2012,03 Dec 2012,[]
14,5,10,book review,Book Reviews,784,786,03 Sep 2012,14 Sep 2012,29 Nov 2012,[]
14,5,11,,Miscellany,ebi,ebi,,,11 Dec 2012,[]
15,1,1,editorial,EDITORIAL,1,3,,,25 Feb 2013,[]
15,1,2,Article,Generations,4,25,12 Apr 2010,06 Nov 2012,27 Nov 2012,"['generations', 'generational conflict', 'pension systems', 'social inequality', 'welfare retrenchment']"
15,1,3,Article,Generations,26,56,14 Feb 2011,15 Aug 2012,05 Oct 2012,"['generations', 'social policy', 'support', 'welfare state']"
15,1,4,Article,Generations,57,81,02 Mar 2011,10 Jul 2012,10 Sep 2012,"['adult children', 'parental financial support', 'private transfers', 'class reproduction']"
15,1,5,Article,Generations,82,105,05 Oct 2010,26 Mar 2012,08 Jun 2012,"['poverty', 'intergenerational transmission', 'welfare regimes', 'economic vulnerability', 'EU-SILC', 'social class']"
15,1,6,Article,Trust,106,130,08 May 2012,05 Nov 2012,14 Dec 2012,"['social capital', 'social trust', 'institutional trust', 'volunteering', 'voluntary organizations']"
15,1,7,Article,Trust,131,152,18 Jun 2010,22 Apr 2012,12 Jun 2012,"['political participation', 'political trust', 'European Social Survey']"
15,2,1,editorial,Editorials,153,154,,,29 Apr 2013,[]
15,2,2,,Art Markets and Sociology of Culture,155,161,08 Jan 2013,10 Jan 2013,29 Apr 2013,[]
15,2,3,Article,Art Markets and Sociology of Culture,162,177,08 Jan 2013,10 Jan 2013,21 Feb 2013,"['art fairs', 'art market', 'visual arts', 'high culture', 'globalisation', 'transnational exchanges']"
15,2,4,Article,Art Markets and Sociology of Culture,178,195,08 Jan 2013,10 Jan 2013,21 Feb 2013,"['price formation', 'art markets', 'culture', 'uncertainty']"
15,2,5,Article,Art Markets and Sociology of Culture,196,211,08 Jan 2013,10 Jan 2013,18 Feb 2013,"['art market', 'performativity', 'networks', 'artistic objects', 'cultural value']"
15,2,6,Article,Art Markets and Sociology of Culture,212,228,08 Jan 2013,10 Jan 2013,21 Feb 2013,"['music', 'markets', 'aesthetics', 'embodiment', 'agency', 'Beethoven']"
15,2,7,Article,Art Markets and Sociology of Culture,229,245,08 Jan 2013,10 Jan 2013,29 Apr 2013,"['music market', 'sacrilization', 'authorship', 'suicide', 'circuits of commerce', 'field of cultural production']"
15,2,8,Article,Cultural Capital and Heritage,246,267,06 Mar 2012,16 Aug 2012,26 Mar 2013,"['cultural capital', 'cosmopolitanism', 'stratification']"
15,2,9,Article,Cultural Capital and Heritage,268,289,10 May 2011,16 Aug 2012,05 Oct 2012,"['work ethic', 'modernisation', 'social institutions', 'European Values Study', 'comparative study, multilevel analysis']"
15,2,10,Article,Cultural Capital and Heritage,290,308,08 Jan 2013,10 Jan 2013,25 Feb 2013,"['globalization', 'galleries', 'market', 'contemporary art', 'organizational practice']"
15,3,1,editorial,Editorial,309,311,,,19 Jun 2013,[]
15,3,2,Article,Issues of Europe-Making,312,330,27 Feb 2013,27 Feb 2013,16 Apr 2013,"['European integration', 'community building', 'communitarian', 'moral dialogue', 'fiscal union', 'political union']"
15,3,3,Article,Issues of Europe-Making,331,352,06 Jul 2010,05 Nov 2012,19 Dec 2012,"['European integration', 'transnationalisation', 'technical standards', 'barriers to trade', 'sociology of markets']"
15,3,4,Article,Issues of Europe-Making,353,372,09 Jun 2011,30 Jun 2012,03 Sep 2012,"['borders', 'migration control', 'functions', 'territory', 'institutions']"
15,3,5,Article,Issues of Europe-Making,373,387,11 Jan 2011,22 Apr 2012,12 Jun 2012,"['class', 'social capital', 'social space', 'Europe']"
15,3,6,Article,Family Moves and Personal Outcomes,388,407,24 Apr 2011,14 Jun 2012,25 Jul 2012,"['intra-EU migration', 'new economics of labour migration', 'migrant networks theory', 'migration from Slovakia', 'Labour Force Survey']"
15,3,7,Article,Family Moves and Personal Outcomes,408,422,05 Jan 2012,16 Aug 2012,18 Sep 2012,"['International migration', 'return migration', 'happiness', 'Romania']"
15,3,8,Article,Family Moves and Personal Outcomes,423,445,29 Apr 2010,09 Jan 2013,16 Apr 2013,"['family migration', 'unemployment', 'household economic theory', 'bargaining theory', 'gender role theory']"
15,3,9,Article,Family Moves and Personal Outcomes,446,461,16 Feb 2012,09 Nov 2012,07 Dec 2012,"['reproductive history', 'retirement', 'gender', 'welfare state', 'SHARELIFE']"
15,3,10,book review,Book Reviews,462,464,07 Jan 2013,11 Jan 2013,15 Feb 2013,[]
15,3,11,book review,Book Reviews,465,466,09 Dec 2012,13 Jan 2013,20 Feb 2013,[]
15,3,12,book review,Book Reviews,467,469,10 Jan 2013,24 Mar 2013,07 May 2013,[]
15,4,1,editorial,EDITORIAL,471,474,,,30 Sep 2013,[]
15,4,2,Article,Article,475,492,14 Aug 2013,14 Aug 2013,06 Sep 2013,"['Mediterranean Welfare regime', 'new social risks', 'economic crisis', 'welfare reform']"
15,4,3,Article,Article,493,513,,,30 Sep 2013,"['familism', 'female labour participation', 'household care', 'societal change', 'welfare arrangements']"
15,4,4,Article,Article,514,534,,,06 Sep 2013,"['welfare attitudes', 'familism', 'Mediterranean model', 'childcare']"
15,4,5,Article,Article,535,556,,,16 Sep 2013,"['family', 'gender', 'work and family', 'fertility', 'gender equality', 'welfare state']"
15,4,6,Article,Article,557,576,,,30 Sep 2013,"['Spanish welfare state', 'dependency care', 'familist values', 'intergenerational solidarity']"
15,4,7,Article,Article,577,596,,,30 Sep 2013,"['long-term care', 'immigration', 'female employment', 'Mediterranean Welfare regime']"
15,4,8,Article,Article,597,616,,,06 Sep 2013,"['familialist regime', 'statism', 'austerity measures', 'welfare retrenchment', 'pension reform', 'health', 'social care']"
15,4,9,Article,Article,617,635,,,06 Sep 2013,"['female employment', 'Italy', 'inequality', 'crisis', 'labour market', 'welfare']"
15,5,1,editorial,Editorials,637,638,,,27 Nov 2013,[]
15,5,2,Article,"Children, Family, Work",639,662,12 Jan 2011,16 Mar 2013,16 May 2013,"['childbearing intentions', 'capability approach', 'economic uncertainties', 'reconciliation policies']"
15,5,3,Article,"Children, Family, Work",663,685,13 May 2011,06 Nov 2012,06 Dec 2012,"['division of household labor', 'family models', 'Germany', 'France', 'gender roles']"
15,5,4,Article,"Children, Family, Work",686,706,,,03 Sep 2012,"['sickness absence', 'absenteeism', 'women', 'children', 'double burden']"
15,5,5,Article,"Children, Family, Work",707,728,14 Oct 2010,13 Jun 2013,19 Aug 2013,"['perceived conflict in reconciling work and family life', 'gender', 'comparative perspective', 'modernisation']"
15,5,6,Article,National Values,729,752,12 Dec 2012,14 Jun 2013,08 Oct 2013,"['historical consciousness', 'collective memory', 'history', 'Czech national history', 'sociological research', 'quantitative methodology']"
15,5,7,Article,National Values,753,779,13 Jun 2010,19 Oct 2011,14 Dec 2011,"['Muslim', 'democratization', 'development', 'modernization', 'values', 'enlargement']"
15,5,8,book review,Book Reviews,780,782,13 Jan 2013,24 Mar 2013,29 Jul 2013,[]
15,5,9,book review,Book Reviews,783,785,24 Mar 2013,31 Mar 2013,22 May 2013,[]
15,5,10,,Editorial Board,ebi,ebi,,,27 Nov 2013,[]
16,1,1,editorial,EDITORIAL,1,2,,,04 Mar 2014,[]
16,1,2,Article,Parents and Children,3,27,,,03 Dec 2013,"['parental care', 'time use', 'Spain']"
16,1,3,Article,Parents and Children,28,47,,,23 Aug 2012,"['familialism', 'individualism', 'Italy', 'Germany', 'transition to adulthood', 'norms']"
16,1,4,Article,Employability - Declared and Undeclared,48,67,,,27 Jun 2013,"['empowerment', 'social policy', 'employability']"
16,1,5,Article,Employability - Declared and Undeclared,68,89,,,01 May 2012,"['informal economy', 'informal employment', 'tax compliance', 'unemployment', 'European Union']"
16,1,6,Article,Welfare Rights,90,111,,,03 Dec 2012,"['public attitudes', 'pension', 'welfare status model', 'generational cleavage', 'class cleavage', 'gender cleavage', 'multilevel analysis']"
16,1,7,Article,Welfare Rights,112,135,,,22 Apr 2013,"['attributions for poverty', 'causes of poverty', 'social perceptions', 'cross-national differences', 'Europe']"
16,1,8,Article,Migration and Identity,136,156,,,15 Jul 2013,"['identity', 'European Union', 'Romania', 'Spain', 'mobility']"
16,1,9,book review,Book Reviews,157,159,,,18 Oct 2013,[]
16,1,10,book review,Book Reviews,160,161,,,19 Dec 2012,[]
16,1,11,book review,Book Reviews,162,163,,,22 Nov 2013,[]
16,2,1,editorial,Editorial,165,166,,,04 Apr 2014,[]
16,2,2,Article,School-to-Work Transitions,167,174,,,25 Aug 2013,[]
16,2,3,Article,School-to-Work Transitions,175,193,,,07 Aug 2013,"['cross-national comparisons', 'school-to-work transitions', 'institutional effects', 'education systems', 'labour market']"
16,2,4,Article,School-to-Work Transitions,194,212,,,05 Aug 2013,"['youth labour market integration', 'school-to-work transitions', 'youth unemployment', 'comparative research', 'European Social Survey']"
16,2,5,Article,School-to-Work Transitions,213,232,,,01 Aug 2013,"['school-to-work transition', 'sequence analysis', 'event history analysis', 'life-course research', 'trajectory']"
16,2,6,Article,School-to-Work Transitions,233,254,,,07 Aug 2013,"['social and ethnic network composition', 'social capital', 'apprenticeship search', 'school-to-work transition']"
16,2,7,Article,School-to-Work Transitions,255,274,,,07 Aug 2013,"['youth labour market', 'school-to-work transitions', 'job requirements', 'vocational training', 'skill demand', 'Switzerland']"
16,2,8,Article,Job Market Functionings,275,298,,,05 Dec 2012,"['horizontal segregation', 'wage inequalities', 'higher education', 'gender', 'Germany']"
16,2,9,Article,Job Market Functionings,299,319,,,03 Jun 2013,"['low pay', 'high pay', 'job mobility', 'wage mobility']"
16,2,10,book review,Book Reviews,320,321,,,21 Jun 2013,[]
16,2,11,book review,Book Reviews,322,324,,,18 Sep 2013,[]
16,3,1,editorial,Editorial,325,328,,,23 Jun 2014,[]
16,3,2,review article,Enquête: Europe from the Outside,329,336,,,03 Jun 2014,"['European Secularism', 'religions', 'modern Europe']"
16,3,3,review article,Enquête: Europe from the Outside,337,342,,,02 Jun 2014,[]
16,3,4,review article,Enquête: Europe from the Outside,343,346,,,23 Jun 2014,[]
16,3,5,review article,Enquête: Europe from the Outside,347,350,,,15 May 2014,[]
16,3,6,review article,Enquête: Europe from the Outside,351,354,,,15 May 2014,[]
16,3,7,Article,Europeanizations,355,377,,,28 Apr 2014,"['European society', 'Europeanization', 'globalization', 'transnationalism', 'transactions', 'European identity']"
16,3,8,Article,Europeanizations,378,400,,,17 Jul 2013,"['industrial relations', 'demonstrations', 'strikes', 'trade unions', 'Europe']"
16,3,9,Article,Europeanizations,401,421,,,07 Mar 2014,"['cultural integration', 'discourse', 'European identity', 'the European Union', 'heritage politics', 'transnational heritage']"
16,3,10,Article,Education and Marriage,422,442,,,14 Dec 2012,"['tertiary education', 'inequality of educational opportunities', 'returns to education']"
16,3,11,Article,Education and Marriage,443,461,,,24 Apr 2014,"['marriage', 'couple relationships', 'Europe', 'ideal types', 'social values', 'typology']"
16,3,12,book review,Book Review Essays,462,470,,,02 Jun 2014,[]
16,3,13,book review,Book Review Essays,471,475,,,07 Feb 2014,[]
16,4,1,editorial,Editorial,477,479,,,24 Jul 2014,[]
16,4,2,Article,European Social Contexts,480,499,,,20 May 2014,"['trust regimes', 'European consumer markets', 'consumer choices', 'trust and trustworthiness', 'food-safety', 'product safety']"
16,4,3,Article,European Social Contexts,500,521,,,06 Jan 2014,"['immigration', 'diversity', 'neighbourhood', 'interethnic contact', 'social networks']"
16,4,4,Article,European Social Contexts,522,542,,,28 Nov 2013,"['institutional change', 'life-course norms', 'resources', 'social inequality', 'welfare states']"
16,4,5,Article,Politics and Political Culture,543,569,,,24 Jul 2013,"['class analysis', 'forms of capital', 'politics', 'service class', 'social space', 'cultural capital']"
16,4,6,Article,Politics and Political Culture,570,593,,,30 Jan 2014,"['social capital', 'social resources', 'voluntary associations']"
16,4,7,Article,Politics and Political Culture,594,614,,,13 Jan 2014,"['public broadcasting', 'segmented pluralism', 'social structure', 'culture', 'correspondence analysis', 'longitudinal analysis']"
16,4,8,Article,Politics and Political Culture,615,637,,,06 Dec 2012,"['Latvia', 'political efficacy', 'vicious circle', 'trust', 'social capital']"
16,4,9,book review,Book Review,638,640,,,03 Mar 2014,[]
16,5,1,editorial,Editorial,641,644,,,22 Oct 2014,[]
16,5,2,Article,Educational Inequalities,645,665,,,12 Aug 2014,"['childcare policies', 'educational mobility', 'education', 'social investment', 'social mobility', 'social policy']"
16,5,3,Article,Educational Inequalities,666,693,,,21 Jul 2014,"['tracking', 'inequality of educational opportunities', 'upper secondary education', 'social stratification', 'Italy', 'educational reforms']"
16,5,4,Article,Educational Inequalities,694,716,,,23 Jun 2014,"['educational transitions', 'tracking', 'social origin']"
16,5,5,Article,Health Policy Europeanization,717,741,,,13 Aug 2014,"[""European patients' organizations"", 'rare diseases', ""Alzheimer's disease"", 'attention deficit hyperactivity disorder', 'Europeanization', 'European construction']"
16,5,6,Article,Politics: Elites and Values,742,762,,,29 Jul 2014,"['power elite', 'social stratification', 'social mobility', 'occupational attainment']"
16,5,7,Article,Politics: Elites and Values,763,793,,,06 Apr 2014,"['environmental values', 'Italy', 'macro-regions', 'NEP']"
16,5,8,correction,Corrigenda,794,794,,,22 Oct 2014,[]
16,5,9,correction,Corrigenda,iii,iii,,,25 Apr 2014,[]
16,5,10,,Editorial Board,ebi,ebi,,,22 Oct 2014,[]
17,1,1,editorial,Editorial,1,2,,,07 Jan 2015,[]
17,1,2,Article,Income Fragility,3,26,,,10 Jul 2014,"['employment history', 'life course', 'income', 'pension system', 'SHARELIFE']"
17,1,3,Article,Income Fragility,27,46,,,20 Oct 2014,"['working poor', 'poverty', 'Germany', 'UK', 'deregulation', 'centralisation', 'family policy']"
17,1,4,Article,Income Fragility,47,72,,,20 Oct 2014,"['individualisation', 'poverty', 'longitudinal data', 'multilevel analysis', 'Italy']"
17,1,5,Article,Transmission of Advantages and Disadvantages,73,93,,,14 Oct 2014,"['social assistance', 'intergenerational', 'nordic', 'welfare']"
17,1,6,Article,Transmission of Advantages and Disadvantages,94,114,,,04 Nov 2014,"['public opinion', 'inequality of education', 'symbolic capital']"
17,1,7,book review, Book Reviews,115,117,,,22 Nov 2013,[]
17,1,8,book review,Book Reviews,117,118,,,20 Dec 2013,[]
17,1,9,book review,Book Reviews,119,122,,,26 Jun 2014,[]
17,1,10,book review,Book Reviews,122,125,,,12 Jun 2014,[]
17,1,11,book review,Book Reviews,125,127,,,14 Oct 2014,[]
17,2,1,editorial,Editorial,129,131,,,02 Apr 2015,[]
17,2,2,Article,Culture and Social Distance,132,157,,,10 Nov 2014,"['social distance', 'dating', 'religion', 'interethnic', 'sexuality', 'Belgium']"
17,2,3,Article,Culture and Social Distance,158,175,,,16 Oct 2014,"['merchant seamen', 'trust', 'Polish maritime industry', 'multicultural labour milieu']"
17,2,4,Article,Gendered Work and Care,176,198,,,13 Jan 2015,"['gender-role attitudes', 'female labor supply', 'contextual effects', 'cross-national research']"
17,2,5,Article,Gendered Work and Care,199,218,,,23 Feb 2015,"['informal care', 'gender informal care gap', 'gender employment gap', 'care policies', 'gendered care attitudes', 'fuzzy-set analysis']"
17,2,6,Article,Trends Over Time,219,241,,,10 Feb 2015,"['prestigious institutions', 'Europe', 'wage bargaining', 'labor market mismatch', 'returns to higher education', 'unconditional quantile regression']"
17,2,7,Article,Trends Over Time,242,278,,,03 Feb 2015,"['cohort analysis', 'socialization', 'demography', 'education', 'political participation']"
17,3,1,editorial,Editorial,279,280,,,27 Jul 2015,[]
17,3,2,,Note,281,300,,,27 Jul 2015,"['associations', 'nations', 'sociology', 'Europe']"
17,3,3,Article,European Thinking,301,332,,,12 Mar 2015,"['democratic mentality', 'antidemocratic tendencies', 'demos', 'elites', 'cluster analysis', 'EVS']"
17,3,4,Article,European Thinking,333,350,,,12 Mar 2015,"['ideology', 'democracy', 'political parties', 'hierarchical cluster analysis', 'EVS']"
17,3,5,Article,Welfare in Crisis,351,371,,,27 Apr 2015,"['welfare attitudes', 'social rights', 'social rights consciousness', 'welfare regimes', 'dualization', 'Portugal']"
17,3,6,Article,Welfare in Crisis,372,395,,,29 Apr 2015,"['immigration', 'attitudes', 'Europe', 'economic crisis', 'Ireland']"
17,3,7,book review,Book Reviews,396,398,,,01 Apr 2015,[]
17,3,8,book review,Book Reviews,398,400,,,21 Apr 2015,[]
17,4,1,editorial,Editorial,401,403,,,25 Sep 2015,[]
17,4,2,Article,European Women,404,422,,,10 Nov 2014,"[""women's movement"", 'Poland', 'Czech Republic', 'transactional activism', 'mobilization']"
17,4,3,Article,European Women,423,446,,,25 Aug 2015,"['welfare and labor market', 'employment precariousness and family formation', 'insider–outsider divide']"
17,4,4,Article,European Women,447,466,14 Apr 2014,15 Apr 2015,20 Jul 2015,"['care workers', 'care drain', 'transnational partnering', 'Austria', 'Slovakia']"
17,4,5,Article,European Women,467,491,,,12 Aug 2015,"['career mobility', 'modernization', 'status attainment', 'single women', 'growth-curve analysis']"
17,4,6,Article,Labour Impact,492,512,,,14 Jul 2015,"['informal sector', 'shadow economy', 'undeclared work', 'corruption', 'tax evasion', 'Central and Eastern Europe']"
17,4,7,Article,Labour Impact,513,534,,,06 Aug 2015,"['life course', 'precarious prosperity', 'gender', 'agency', 'Romanian households', 'precarious decency']"
17,4,8,Article,Labour Impact,535,568,,,10 Aug 2015,"['overeducation', 'skill mismatch', 'field of study', 'labour market institutions']"
17,4,9,Article,EU: Operations and Meanings,569,592,,,24 Aug 2015,"['EU affairs', 'professionalism', 'Europeanization', 'European Union', 'social field', 'transnationalism']"
17,4,10,Article,EU: Operations and Meanings,593,614,,,12 Aug 2015,"['European identity', 'narratives of Europe', 'local context']"
17,4,11,book review,Book Review,615,616,,,16 Jul 2015,[]
17,5,1,editorial,Editorial,617,619,,,02 Feb 2016,[]
17,5,2,Article,Welfare in Crisis,620,652,,,01 Oct 2015,"['immigration', 'ethnic prejudice', 'subjective rationality', 'welfare state', 'Germany']"
17,5,3,Article,Welfare in Crisis,653,673,,,05 Nov 2015,"['welfare models', 'economic crisis', 'welfare state', 'social insurance', 'Southern Europe', 'Greece']"
17,5,4,Article,Success and Trust,674,699,,,21 Dec 2015,"['perceived employability', 'supportive national context', 'multi-level analysis']"
17,5,5,Article,Success and Trust,700,723,,,05 Jan 2016,"['political trust', 'economic indicators', 'multilevel analysis', 'financial crisis']"
17,5,6,Article,Success and Trust,724,746,,,15 Dec 2015,"['globalization', 'Europeanization', 'transnationalism', 'professional football', 'football audience', 'public sphere']"
17,5,7,book review,Book Review,747,751,,,22 Sep 2015,[]
17,5,8,,Editorial Board,ebi,ebi,,,02 Feb 2016,[]
18,1,1,editorial,Editorial,1,4,,,03 Mar 2016,[]
18,1,2,Article,Socioeconomic Relations,5,24,16 Jul 2014,09 Dec 2015,05 Feb 2016,"['Institutions', 'trust', 'social capital', 'economic freedom', 'Eurobarometer']"
18,1,3,Article,Socioeconomic Relations,25,46,17 Apr 2014,09 Dec 2015,08 Feb 2016,"['Financial assistance', 'inter-household transfers', 'crowding out', 'EU-SILC']"
18,1,4,Article,Family and Gender,47,69,20 Mar 2014,21 Dec 2015,10 Feb 2016,"['Intergenerational transmission', 'fertility', 'first birth', 'education', 'parent–child dyads', 'Norway']"
18,1,5,Article,Family and Gender,70,90,10 Sep 2014,12 Nov 2015,05 Jan 2016,"['Family policy hybridisation', 'cash for childcare schemes', 'parental choice', 'gender equality', 'Nordic welfare states']"
18,1,6,Article,Family and Gender,91,113,16 May 2014,21 Nov 2015,22 Jan 2016,"['Gender pay gap', 'education', 'family policy', 'segregation', 'on-the-job training']"
18,1,7,book review,Book Review,114,116,,,15 Jan 2016,[]
18,2,1,Article,Educational Inequality,117,135,30 May 2014,22 Dec 2015,10 Feb 2016,"['Educational attainment', 'parental education', 'parents’ social class', 'parents’ social status', 'parental earnings', 'cognitive ability']"
18,2,2,Article,Educational Inequality,136,157,11 Feb 2015,21 Dec 2015,03 Mar 2016,"['NEET', 'life course', 'social exclusion', 'propensity score matching', 'Sweden']"
18,2,3,Article,Educational Inequality,158,179,08 Apr 2014,21 Dec 2015,19 Feb 2016,"['Vocational education', 'higher education', 'gender segregation', 'labour markets', 'transition countries']"
18,2,4,Article,Educational Inequality,180,199,27 Nov 2014,09 Dec 2015,01 Feb 2016,"['Educational inequality', 'immigrants', 'educational systems', 'tracking', 'QCA', 'fuzzy sets']"
18,3,1,Article,Welfare and Social Regimes,201,220,23 Apr 2013,09 Feb 2016,06 Apr 2016,"['Family', 'patterns of sociability practices', 'patterns of solidarity norms', 'defamilization', 'welfare state regimes']"
18,3,2,Article,Welfare and Social Regimes,221,244,17 Dec 2014,24 Mar 2016,25 Apr 2016,"['Social cohesion', 'welfare typology', 'values', 'multidimensional scaling', 'cluster analysis', 'EVS']"
18,3,3,Article,Inequalities,245,263,09 Jan 2014,15 Jan 2016,02 Mar 2016,"['Self-rated health', 'income inequality', 'generalized social trust', 'multilevel models', 'World Value Survey', 'European Value Survey']"
18,3,4,Article,Inequalities,264,287,03 Aug 2014,29 Feb 2016,12 Apr 2016,"['Education systems', 'inequalities', 'gender', 'social origin', 'international comparison']"
18,3,5,book review,Book Review,288,290,,,17 Apr 2016,[]
18,4,1,editorial,Editorial,291,294,,,25 Jul 2016,[]
18,4,2,Article,Work and Family,295,314,13 Jan 2014,22 Dec 2015,29 Feb 2016,"['Nonstandard schedules', 'parenthood', 'child care']"
18,4,3,Article,Work and Family,315,335,28 May 2014,20 Jun 2016,15 Jul 2016,"['Labour trajectories', 'economic recession', 'Spain', 'flexibility', 'precarious employment', 'social background']"
18,4,4,Article,Work and Family,336,358,29 Dec 2014,01 Jun 2016,14 Jul 2016,"['Family transfers', 'public transfers', 'intergenerational redistribution', 'SHARE']"
18,4,5,Article,Autonomy,359,388,18 Jul 2014,11 Mar 2016,12 Apr 2016,"['School autonomy', 'educational decentralization', 'education', 'post-materialism', 'OECD', 'England', 'Germany', 'Italy', 'Sweden']"
18,4,6,Article,Autonomy,389,409,03 Mar 2015,07 Mar 2016,18 Apr 2016,"['Southern Europe', 'leaving home', 'turning points', 'life course', 'transitions to adulthood', 'qualitative research']"
18,5,1,Article,Access to Employment,417,437,02 Apr 2015,17 May 2016,22 Jun 2016,"['Activation', 'Finland', 'unemployment security', 'disability pensions', 'mental health', 'dualisation']"
18,5,2,Article,Access to Employment,438,459,29 Jul 2014,21 Dec 2015,01 Feb 2016,"['Skilled migration', 'Romanian migration', 'labor incorporation', 'trajectories']"
18,5,3,Article,Access to Employment,460,486,04 Nov 2015,13 Jun 2016,14 Jul 2016,"['Hiring', 'employment', 'health selection', 'flexicurity', 'Scandinavia']"
18,5,4,Article,Access to Employment,487,513,24 May 2013,25 Jul 2016,12 Sep 2016,"['Skills', 'employability', 'volunteering', 'Europe', 'investment model', 'social views']"
18,5,5,Article,Aspects of Inclusion,514,534,19 Feb 2015,30 Mar 2016,18 Jul 2016,"['Tolerance of homosexuality', 'social well-being', 'depressive feelings', 'same-sex unions', 'mixed-sex unions']"
18,5,6,Article,Aspects of Inclusion,535,559,25 Jan 2016,09 Aug 2016,02 Sep 2016,"['Social capital', 'social inequalities', 'social networks', 'participation', 'neighbourhood renewal', 'deprived areas']"
18,5,7,book review,Book Reviews,560,561,,,22 Sep 2016,[]
18,5,8,book review,Book Reviews,562,563,,,23 Jul 2016,[]
18,5,9,,Editorial Board,ebi,ebi,,,12 Oct 2016,[]
19,1,1,Article,Original Articles,1,27,29 Dec 2015,05 Sep 2016,26 Sep 2016,"['Educational expansion', 'tracking', 'upper secondary education', 'social stratification', 'Italy', 'inequality of educational outcomes']"
19,1,2,Article,Original Articles,28,48,16 Mar 2015,25 Jul 2016,31 Aug 2016,"['Education', 'school tracking', 'social inequality', 'Germany', 'educational attainment', 'educational transitions']"
19,1,3,Article,Original Articles,49,68,29 Apr 2016,24 Aug 2016,20 Oct 2016,"['Childcare', 'welfare attitudes', 'cross-national research', 'policy provision structure']"
19,1,4,Article,Original Articles,69,90,22 Jun 2015,25 Jul 2016,12 Sep 2016,"['Parent–child relations', 'leaving-home transition', 'life course', 'gender and family', 'Italy']"
19,1,5,Article,Original Articles,91,112,16 Jan 2015,29 Sep 2016,23 Nov 2016,"['Maternal employment', 'gender equality', 'gender-class intersection', 'family policy']"
19,1,6,book review,Book Reviews,113,115,,,21 Sep 2016,[]
19,1,7,book review,Book Reviews,115,117,,,16 Nov 2016,[]
19,2,1,editorial,Editorial,119,120,,,17 Mar 2017,[]
19,2,2,introduction,Introduction,121,137,,,06 Jan 2017,[]
19,2,3,Article,Articles,138,156,10 Mar 2015,26 Nov 2016,05 Jan 2017,"['Female employment', 'working time', 'work orientation', 'family values', 'comparative analysis']"
19,2,4,Article,Articles,157,177,10 Mar 2015,26 Nov 2016,03 Jan 2017,"['Women’s employment', 'comparative study', 'care responsibilities', 'care policy', 'welfare state']"
19,2,5,Article,Articles,178,201,10 Mar 2015,26 Nov 2016,29 Dec 2016,"['Female employment', 'citizenship', 'local welfare state']"
19,2,6,Article,Articles,202,221,11 Mar 2015,26 Nov 2016,29 Dec 2016,"['Women', 'labour-market participation', 'insecurity', 'economic vulnerability']"
19,3,1,Article,Articles,223,242,19 Oct 2015,10 Nov 2016,29 Dec 2016,"['Commercialisation', 'globalisation', 'diversity', 'inequality', 'football', 'market value']"
19,3,2,Article,Articles,243,267,30 Mar 2015,18 Dec 2016,16 Feb 2017,"['Television', 'anti-immigrant sentiments', 'fear of crime', 'crime', 'perceived ethnic diversity']"
19,3,3,Article,Articles,268,291,12 Mar 2016,10 Oct 2016,23 Nov 2016,"['Welfare state regime', 'health inequality', 'social networks']"
19,3,4,Article,Articles,292,312,08 Apr 2016,29 Jan 2017,20 Feb 2017,"['Women’s preferences', 'work-orientation', 'work–life conflict', 'International Social Survey Programme']"
19,3,5,Article,Articles,313,335,23 May 2015,29 Jan 2017,21 Feb 2017,"['Employment commitment', 'cultural factors', 'European Social Survey', 'institutional factors', 'multilevel regression analysis']"
