author_number,author_info
2,"[('Vololona Rabeharisoa', "" Centre de sociologie de l'innovation, UMR CNRS 7185, Mines-ParisTech, Paris, France"", 'https://www.tandfonline.com/author/Rabeharisoa%2C+Vololona'), (""Órla O'Donovan"", ' School of Applied Social Studies, University College Cork, Cork, Ireland ', 'https://www.tandfonline.com/author/O%27Donovan%2C+%C3%93rla')]"
3,"[('Dave Griffiths', ' School of Applied Social Sciences, University of Stirling, Stirling, UK', 'https://www.tandfonline.com/author/Griffiths%2C+Dave'), ('Paul S. Lambert', ' School of Applied Social Sciences, University of Stirling, Stirling, UK', 'https://www.tandfonline.com/author/Lambert%2C+Paul+S'), ('Erik Bihagen', ' Swedish Institute for Social Research (SOFI), Stockholm University, Stockholm, Sweden', 'https://www.tandfonline.com/author/Bihagen%2C+Erik')]"
1,"[('Giuseppe A. Veltri', ' School of Political, Social and International Studies, Faculty of Arts and Humanities, University of East Anglia, Norwich, UK', 'https://www.tandfonline.com/author/Veltri%2C+Giuseppe+A')]"
0,[]
0,[]
1,"[('Michalis Lianos', ' University of Rouen', 'https://www.tandfonline.com/author/Lianos%2C+Michalis')]"
1,"[('Katja Möhring', ' Centre for Social Policy Research, University of Bremen, Germany; Research Training Group SOCLIFE, University of Cologne, Germany', 'https://www.tandfonline.com/author/M%C3%B6hring%2C+Katja')]"
1,"[('Marco Giesselmann', ' Socio-Economic Panel Study (SOEP), DIW Berlin, Berlin, Germany; Faculty of Sociology, University of Bielefeld, Bielefeld, Germany', 'https://www.tandfonline.com/author/Giesselmann%2C+Marco')]"
2,"[('Ferruccio Biolcati-Rinaldi', ' Dipartimento di Scienze Sociali e Politiche, Università degli Studi di Milano, Milano, Italy', 'https://www.tandfonline.com/author/Biolcati-Rinaldi%2C+Ferruccio'), ('Simone Sarti', ' Dipartimento di Scienze Sociali e Politiche, Università degli Studi di Milano, Milano, Italy', 'https://www.tandfonline.com/author/Sarti%2C+Simone')]"
6,"[('Pasi Moisio', ' National Institute for Health and Welfare (THL), Helsinki, Finland', 'https://www.tandfonline.com/author/Moisio%2C+Pasi'), ('Thomas Lorentzen', ' Department of Sociology, University of Bergen, Bergen, Norway', 'https://www.tandfonline.com/author/Lorentzen%2C+Thomas'), ('Olof Bäckman', ' Swedish Institute for Social Research, Stockholm, Sweden', 'https://www.tandfonline.com/author/B%C3%A4ckman%2C+Olof'), ('Anna Angelin', ' School of Social Work, Lund University, Lund, Sweden', 'https://www.tandfonline.com/author/Angelin%2C+Anna'), ('Tapio Salonen', ' Faculty of Health and Sciences, Linnaeus University, Göteborg, Sweden', 'https://www.tandfonline.com/author/Salonen%2C+Tapio'), ('Timo Kauppinen', ' National Institute for Health and Welfare (THL), Helsinki, Finland', 'https://www.tandfonline.com/author/Kauppinen%2C+Timo')]"
1,"[('Bram Spruyt', ' Vrije Universiteit Brussel, Research Group TOR, Brussels, Belgium', 'https://www.tandfonline.com/author/Spruyt%2C+Bram')]"
1,"[('Teresa Carvalho', ' University of Aveiro and CIPES, Portugal', 'https://www.tandfonline.com/author/Carvalho%2C+Teresa')]"
1,"[('Glenn Sjöstrand', ' Linnaeus University, Sweden', 'https://www.tandfonline.com/author/Sj%C3%B6strand%2C+Glenn')]"
1,"[('Zhanna Kravchenko', ' Uppsala University, Sweden', 'https://www.tandfonline.com/author/Kravchenko%2C+Zhanna')]"
1,"[('Torben Krings', ' Department of Economic and Organisational Sociology, Johannes Kepler University Linz, Austria', 'https://www.tandfonline.com/author/Krings%2C+Torben')]"
1,"[('Elisabeth Scheibelhofer', ' Department of Sociology, University of Vienna, Austria ', 'https://www.tandfonline.com/author/Scheibelhofer%2C+Elisabeth')]"
1,"[('Michalis Lianos', ' University of Rouen', 'https://www.tandfonline.com/author/Lianos%2C+Michalis')]"
2,"[('Sarah Carol', ' Department of European Societies and their Integration, Mannheim Centre for European Social Research (MZES), Mannheim, Germany; Department Migration, Integration and Transnationalization, WZB Berlin Social Science Center, Berlin, Germany', 'https://www.tandfonline.com/author/Carol%2C+Sarah'), ('Céline Teney', ' Centre for Social Policy Research (ZeS), University of Bremen, Bremen, Germany; Institute for Sociology, Université libre de Bruxelles, Brussels, Belgium', 'https://www.tandfonline.com/author/Teney%2C+C%C3%A9line')]"
2,"[('Arkadiusz Kolodziej', ' Institute of Sociology, Szczecin University, Szczecin, Poland', 'https://www.tandfonline.com/author/Kolodziej%2C+Arkadiusz'), ('Agnieszka Kolodziej-Durnas', ' Institute of Sociology, Szczecin University, Szczecin, Poland', 'https://www.tandfonline.com/author/Kolodziej-Durnas%2C+Agnieszka')]"
1,"[('Wilfred Uunk', ' Department of Sociology, Tilburg University, Tilburg, the Netherlands', 'https://www.tandfonline.com/author/Uunk%2C+Wilfred')]"
3,"[('Barbara Da Roit', ' Department of Sociology, University of Amsterdam, Amsterdam, The Netherlands', 'https://www.tandfonline.com/author/da+Roit%2C+Barbara'), ('Marcel Hoogenboom', ' Faculty of Social Sciences, Utrecht University, Utrecht, The Netherlands', 'https://www.tandfonline.com/author/Hoogenboom%2C+Marcel'), ('Bernhard Weicht', ' University College Leiden, The Hague, The Netherlands', 'https://www.tandfonline.com/author/Weicht%2C+Bernhard')]"
1,"[('Nicolai T. Borgen', ' Department of Sociology and Human Geography, University of Oslo, Oslo, Norway', 'https://www.tandfonline.com/author/Borgen%2C+Nicolai+T')]"
2,"[('Louis Chauvel', ' Institute of Research on Socio-Economic Inequalities, University of Luxembourg, Luxembourg, Luxembourg', 'https://www.tandfonline.com/author/Chauvel%2C+Louis'), ('Fransje Smits', ' Institute of Research on Socio-Economic Inequalities, University of Luxembourg, Luxembourg, Luxembourg', 'https://www.tandfonline.com/author/Smits%2C+Fransje')]"
1,"[('Michalis Lianos', ' University of Rouen', 'https://www.tandfonline.com/author/Lianos%2C+Michalis')]"
2,"[('Martina Klicperová-Baker', ' Institute of Psychology, Academy of Sciences of the Czech Republic, Prague, Czech Republic', 'https://www.tandfonline.com/author/Klicperov%C3%A1-Baker%2C+Martina'), ('Jaroslav Košťál', ' Institute of Psychology, Academy of Sciences of the Czech Republic, Prague, Czech Republic', 'https://www.tandfonline.com/author/Ko%C5%A1%C5%A5%C3%A1l%2C+Jaroslav')]"
2,"[('Jaroslav Košťál', ' Institute of Psychology, Academy of Sciences of the Czech Republic, Prague, Czech Republic', 'https://www.tandfonline.com/author/Ko%C5%A1%C5%A5%C3%A1l%2C+Jaroslav'), ('Martina Klicperová-Baker', ' Institute of Psychology, Academy of Sciences of the Czech Republic, Prague, Czech Republic', 'https://www.tandfonline.com/author/Klicperov%C3%A1-Baker%2C+Martina')]"
2,"[('Filipe Carreira da Silva', ' Institute of Social Sciences of the University of Lisbon, Portugal; Selwyn College, Cambridge, UK', 'https://www.tandfonline.com/author/Carreira+da+Silva%2C+Filipe'), ('Laura Valadez Martinez', ' Centre for Research in Social Policy, Loughborough University, Loughborough, UK', 'https://www.tandfonline.com/author/Valadez+Martinez%2C+Laura')]"
2,"[('Thomas Turner', ' Department of Personnel and Employment Relations, Kemmy Business School, University of Limerick, Limerick, Ireland', 'https://www.tandfonline.com/author/Turner%2C+Thomas'), ('Christine Cross', ' Department of Personnel and Employment Relations, Kemmy Business School, University of Limerick, Limerick, Ireland', 'https://www.tandfonline.com/author/Cross%2C+Christine')]"
1,"[('Jens Arnholtz', ' University of Copenhagen, Denmark', 'https://www.tandfonline.com/author/Arnholtz%2C+Jens')]"
1,"[('Pieter Vanhuysse', ' University of Southern Denmark, Odense, Denmark ', 'https://www.tandfonline.com/author/Vanhuysse%2C+Pieter')]"
1,"[('Michalis Lianos', ' University of Rouen', 'https://www.tandfonline.com/author/Lianos%2C+Michalis')]"
2,"[('Elzbieta Korolczuk', ' Department of Sociology and Work Science, University of Gothenburg, Gothenburg, Sweden', 'https://www.tandfonline.com/author/Korolczuk%2C+Elzbieta'), ('Steven Saxonberg', ' Institute of International Relations, Prague, Czech Republic; Department of Health and Society, Dalarna University College, Falun, Sweden', 'https://www.tandfonline.com/author/Saxonberg%2C+Steven')]"
5,"[('Paolo Barbieri', ' Department of Sociology and Social Research, University of Trento, Trento, Italy', 'https://www.tandfonline.com/author/Barbieri%2C+Paolo'), ('Rossella Bozzon', ' Department of Sociology and Social Research, University of Trento, Trento, Italy', 'https://www.tandfonline.com/author/Bozzon%2C+Rossella'), ('Stefani Scherer', ' Department of Sociology and Social Research, University of Trento, Trento, Italy', 'https://www.tandfonline.com/author/Scherer%2C+Stefani'), ('Raffaele Grotti', ' Department of Sociology and Social Research, University of Trento, Trento, Italy', 'https://www.tandfonline.com/author/Grotti%2C+Raffaele'), ('Michele Lugo', ' Department of Sociology and Social Research, University of Trento, Trento, Italy', 'https://www.tandfonline.com/author/Lugo%2C+Michele')]"
1,"[('Miloslav Bahna', ' Institute for Sociology, Slovak Academy of Sciences, Bratislava, Slovak Republic', 'https://www.tandfonline.com/author/Bahna%2C+Miloslav')]"
1,"[('Wiebke Schulz', ' Bielefeld University/DIW-Berlin, Mohrenstraße 59, Berlin, Germany', 'https://www.tandfonline.com/author/Schulz%2C+Wiebke')]"
1,"[('Colin C. Williams', ' Sheffield University Management School, University of Sheffield, Sheffield, UK', 'https://www.tandfonline.com/author/Williams%2C+Colin+C')]"
1,"[('Ionela Vlase', ' Department of Sociology, Lucian Blaga University of Sibiu, Sibiu, Romania; Research Institute for Quality of Life, Bucharest, Romania', 'https://www.tandfonline.com/author/Vlase%2C+Ionela')]"
1,"[('Giulia Assirelli', ' Doctoral School of Social Sciences, University of Trento, Trento, Italy', 'https://www.tandfonline.com/author/Assirelli%2C+Giulia')]"
4,"[('Sebastian M. Büttner', ' Institute of Sociology, Friedrich-Alexander-University Erlangen-Nürnberg (FAU), Erlangen, Germany', 'https://www.tandfonline.com/author/B%C3%BCttner%2C+Sebastian+M'), ('Lucia Leopold', ' Department of Social Sciences, Humboldt University of Berlin (HU), Berlin, Germany', 'https://www.tandfonline.com/author/Leopold%2C+Lucia'), ('Steffen Mau', ' Department of Social Sciences, Humboldt University of Berlin (HU), Berlin, Germany', 'https://www.tandfonline.com/author/Mau%2C+Steffen'), ('Matthias Posvic', ' Bremen International Graduate School of Social Sciences (BIGSSS), Bremen, Germany', 'https://www.tandfonline.com/author/Posvic%2C+Matthias')]"
1,"[('Gemma Scalise', ' Department of Political and Social Sciences, University of Florence, Via delle Pandette, 21-50127 Firenze, Italy', 'https://www.tandfonline.com/author/Scalise%2C+Gemma')]"
1,"[('Anna Triandafyllidou', ' European University Institute, Italy', 'https://www.tandfonline.com/author/Triandafyllidou%2C+Anna')]"
1,"[('Michalis Lianos', ' University of Rouen', 'https://www.tandfonline.com/author/Lianos%2C+Michalis')]"
1,"[('Tina Goldschmidt', ' Department of Sociology, Stockholm University, Stockholm, Sweden', 'https://www.tandfonline.com/author/Goldschmidt%2C+Tina')]"
1,"[('Stella Zambarloukou', ' Department of Sociology, University of Crete, Greece', 'https://www.tandfonline.com/author/Zambarloukou%2C+Stella')]"
2,"[('Tomas Berglund', ' Department of Sociology and Work Science, University of Gothenburg, Gothenburg, Sweden', 'https://www.tandfonline.com/author/Berglund%2C+Tomas'), ('Ylva Wallinder', ' Department of Sociology and Work Science, University of Gothenburg, Gothenburg, Sweden', 'https://www.tandfonline.com/author/Wallinder%2C+Ylva')]"
3,"[('Veronica Fagerland Kroknes', ' Department of Sociology and Political Science, Norwegian University of Science and Technology, Trondheim, Norway', 'https://www.tandfonline.com/author/Kroknes%2C+Veronica+Fagerland'), ('Tor Georg Jakobsen', ' Trondheim Business School, Sør-Trøndelag University College, Trondheim, Norway', 'https://www.tandfonline.com/author/Jakobsen%2C+Tor+Georg'), ('Lisa-Marie Grønning', ' Department of Sociology and Political Science, Norwegian University of Science and Technology, Trondheim, Norway', 'https://www.tandfonline.com/author/Gr%C3%B8nning%2C+Lisa-Marie')]"
1,"[('Michael Mutz', ' Institute of Sport Science, Georg-August-Universität Göttingen, Göttingen, Germany', 'https://www.tandfonline.com/author/Mutz%2C+Michael')]"
1,"[('Torben Krings', ' Johannes Kepler University Linz, Austria', 'https://www.tandfonline.com/author/Krings%2C+Torben')]"
1,"[('Michalis Lianos', ' University of Rouen', 'https://www.tandfonline.com/author/Lianos%2C+Michalis')]"
1,"[('Antonio Saravia', ' Eugene W. Stetson School of Business and Economics, Mercer University, 1501 Mercer University Drive, Macon, GA 31207, USA', 'https://www.tandfonline.com/author/Saravia%2C+Antonio')]"
1,"[('Thomas Emery', ' Netherlands Interdisciplinary Demographic Institute and Erasmus University Rotterdam, Den Haag, The Netherlands', 'https://www.tandfonline.com/author/Emery%2C+Thomas')]"
3,"[('Birgitte Sande Riise', ' Research Department, Statistics Norway, Oslo, Norway', 'https://www.tandfonline.com/author/Riise%2C+Birgitte+Sande'), ('Lars Dommermuth', ' Research Department, Statistics Norway, Oslo, Norway', 'https://www.tandfonline.com/author/Dommermuth%2C+Lars'), ('Torkild Hovde Lyngstad', ' Department of Sociology, University of Oslo, Oslo, Norway', 'https://www.tandfonline.com/author/Lyngstad%2C+Torkild+Hovde')]"
2,"[('Ann-Zofie Duvander', ' Department of Sociology, Stockholm University, Stockholm, Sweden', 'https://www.tandfonline.com/author/Duvander%2C+Ann-Zofie'), ('Anne Lise Ellingsæter', ' Department of Sociology, University of Oslo, Oslo, Norway', 'https://www.tandfonline.com/author/Ellings%C3%A6ter%2C+Anne+Lise')]"
2,"[('Anne Grönlund', ' Department of Sociology, Umeå University, Umeå, Sweden; Department of Social Work, Umeå University, Umeå, Sweden', 'https://www.tandfonline.com/author/Gr%C3%B6nlund%2C+Anne'), ('Charlotta Magnusson', ' Swedish Institute for Social Research (SOFI), Stockholm University, Stockholm, Sweden', 'https://www.tandfonline.com/author/Magnusson%2C+Charlotta')]"
1,"[('Mikołaj Pawlak', ' University of Warsaw, Poland', 'https://www.tandfonline.com/author/Pawlak%2C+Miko%C5%82aj')]"
1,"[('Robert Erikson', ' Swedish Institute for Social Research, Stockholm University, Stockholm, Sweden', 'https://www.tandfonline.com/author/Erikson%2C+Robert')]"
2,"[('Olof Bäckman', ' Swedish Institute for Social Research, SOFI, Stockholm University, Stockholm, Sweden; Department of Criminology, Stockholm University, Stockholm, Sweden', 'https://www.tandfonline.com/author/B%C3%A4ckman%2C+Olof'), ('Anders Nilsson', ' Department of Criminology, Stockholm University, Stockholm, Sweden', 'https://www.tandfonline.com/author/Nilsson%2C+Anders')]"
4,"[('Franziska Bieri', ' Social Research and Methodology Group, University of Basel, Basel, Switzerland', 'https://www.tandfonline.com/author/Bieri%2C+Franziska'), ('Christian Imdorf', ' Institute of Sociology, University of Bern, Bern, Switzerland', 'https://www.tandfonline.com/author/Imdorf%2C+Christian'), ('Rumiana Stoilova', ' Institute for the Study of Societies and Knowledge, Bulgarian Academy of Sciences, Sofia, Bulgaria', 'https://www.tandfonline.com/author/Stoilova%2C+Rumiana'), ('Pepka Boyadjieva', ' Institute for the Study of Societies and Knowledge, Bulgarian Academy of Sciences, Sofia, Bulgaria', 'https://www.tandfonline.com/author/Boyadjieva%2C+Pepka')]"
1,"[('Camilla Borgna', ' “Skill Formation and Labor Markets” Research Unit, Berlin Social Science Center (WZB), Berlin, Germany', 'https://www.tandfonline.com/author/Borgna%2C+Camilla')]"
2,"[('Olga Ganjour', ' Department of Sociology, University of Geneva, Geneva, Switzerland', 'https://www.tandfonline.com/author/Ganjour%2C+Olga'), ('Eric D. Widmer', ' Department of Sociology, University of Geneva, Geneva, Switzerland', 'https://www.tandfonline.com/author/Widmer%2C+Eric+D')]"
3,"[('Monique Borsenberger', ' Département Conditions de vie, LISER, Esch-sur-Alzette, Luxembourg', 'https://www.tandfonline.com/author/Borsenberger%2C+Monique'), ('Charles Fleury', ' Département de sociologie, Faculté des sciences sociales, Université Laval, Québec, Canada', 'https://www.tandfonline.com/author/Fleury%2C+Charles'), ('Paul Dickes', ' Département Conditions de vie, LISER, Esch-sur-Alzette, Luxembourg; Laboratoire InterPsy, Université de Lorraine, Nancy, France', 'https://www.tandfonline.com/author/Dickes%2C+Paul')]"
3,"[('Jesper Rözer', ' Department of Sociology, Amsterdam University, Amsterdam, The Netherlands', 'https://www.tandfonline.com/author/R%C3%B6zer%2C+Jesper'), ('Gerbert Kraaykamp', ' Department of Sociology/ICS, Radboud University Nijmegen, Nijmegen, The Netherlands', 'https://www.tandfonline.com/author/Kraaykamp%2C+Gerbert'), ('Tim Huijts', ' Centre of Primary Care and Public Health, Queen Mary University of London, London, UK', 'https://www.tandfonline.com/author/Huijts%2C+Tim')]"
2,"[('Andreas Hadjar', ' Institute of Education &amp; Society, University of Luxembourg, Esch-Belval, Luxembourg', 'https://www.tandfonline.com/author/Hadjar%2C+Andreas'), ('Erica Uusitalo', ' Institute of Education &amp; Society, University of Luxembourg, Esch-Belval, Luxembourg', 'https://www.tandfonline.com/author/Uusitalo%2C+Erica')]"
1,"[('Nicholas Gane', ' University of Warwick', 'https://www.tandfonline.com/author/Gane%2C+Nicholas')]"
1,"[('Michalis Lianos', ' University of Rouen', 'https://www.tandfonline.com/author/Lianos%2C+Michalis')]"
2,"[('Mareike Bünning', ' WZB Berlin Social Science Center, Berlin, Germany', 'https://www.tandfonline.com/author/B%C3%BCnning%2C+Mareike'), ('Matthias Pollmann-Schult', ' WZB Berlin Social Science Center, Berlin, Germany', 'https://www.tandfonline.com/author/Pollmann-Schult%2C+Matthias')]"
2,"[('Martí López-Andreu', "" Business School, University of Huddersfield, Huddersfield, UK; Centre d'Estudis Sociològics sobre la Vida Quotidiana i el Treball (QUIT-UAB), Universitat Autònoma de Barcelona, Barcelona, Spain"", 'https://www.tandfonline.com/author/L%C3%B3pez-Andreu%2C+Mart%C3%AD'), ('Joan Miquel Verd', "" Centre d'Estudis Sociològics sobre la Vida Quotidiana i el Treball (QUIT-UAB), Universitat Autònoma de Barcelona, Barcelona, Spain; Sociology Department, Universitat Autònoma de Barcelona, Barcelona, Spain; Institut d’Estudis del Treball (IET), Universitat Autònoma de Barcelona, Barcelona, Spain"", 'https://www.tandfonline.com/author/Verd%2C+Joan+Miquel')]"
1,"[('Stipica Mudrazija', ' Urban Institute, Washington, DC, USA', 'https://www.tandfonline.com/author/Mudrazija%2C+Stipica')]"
2,"[('Claudia Christ', ' Institute of Political Science, University of Tübingen, Tübingen, Germany', 'https://www.tandfonline.com/author/Christ%2C+Claudia'), ('Michael Dobbins', ' Institute of Political Science, Goethe University of Frankfurt, Frankfurt am Main, Germany', 'https://www.tandfonline.com/author/Dobbins%2C+Michael')]"
1,"[('Magda Nico', ' Instituto Universitário de Lisboa (ISCTE-IUL), Centro de Investigação e Estudos de Sociologia (CIES-IUL), Lisboa, Portugal', 'https://www.tandfonline.com/author/Nico%2C+Magda')]"
2,"[('Anna Alanko', ' Department of Social Research, University of Helsinki, Helsinki, Finland', 'https://www.tandfonline.com/author/Alanko%2C+Anna'), ('Sami Outinen', ' Department of Political and Economic Studies, University of Helsinki, Helsinki, Finland', 'https://www.tandfonline.com/author/Outinen%2C+Sami')]"
1,"[('Alisa Petroff', ' Department of Sociology, Universidad Autónoma de Barcelona, Barcelona, Spain', 'https://www.tandfonline.com/author/Petroff%2C+Alisa')]"
1,"[('Kristian Heggebø', ' Faculty of Social Sciences, Oslo and Akershus University College, Oslo, Norway', 'https://www.tandfonline.com/author/Heggeb%C3%B8%2C+Kristian')]"
2,"[('Manuel Souto-Otero', ' School of Social Sciences, Cardiff University, Cardiff, UK', 'https://www.tandfonline.com/author/Souto-Otero%2C+Manuel'), ('Robin Shields', ' Department of Education, University of Bath, Bath, UK', 'https://www.tandfonline.com/author/Shields%2C+Robin')]"
3,"[('Mirjam M. Fischer', ' Sociology Department, University of Amsterdam, Amsterdam, The Netherlands', 'https://www.tandfonline.com/author/Fischer%2C+Mirjam+M'), ('Matthijs Kalmijn', ' Sociology Department, University of Amsterdam, Amsterdam, The Netherlands', 'https://www.tandfonline.com/author/Kalmijn%2C+Matthijs'), ('Stephanie Steinmetz', ' Sociology Department, University of Amsterdam, Amsterdam, The Netherlands', 'https://www.tandfonline.com/author/Steinmetz%2C+Stephanie')]"
1,"[('Anette Lykke Hindhede', ' Institute of Learning and Philosophy, Aalborg University, Copenhagen, Denmark; Steno Health Promotion Center, Gentofte, Denmark', 'https://www.tandfonline.com/author/Hindhede%2C+Anette+Lykke')]"
1,"[('Veronika Settele', ' Freie Universität Berlin, Germany', 'https://www.tandfonline.com/author/Settele%2C+Veronika')]"
1,"[('Carlos Gigoux', ' Department of Sociology, University of Essex', 'https://www.tandfonline.com/author/Gigoux%2C+Carlos')]"
2,"[('Raffaele Guetto', ' Department of Sociology and Social Research, University of Trento, Trento, Italy; Department of Sociology and Social Research, University of Milano-Bicocca, Milano, Italy', 'https://www.tandfonline.com/author/Guetto%2C+Raffaele'), ('Loris Vergolini', ' FBK-IRVAPP, Trento, Italy', 'https://www.tandfonline.com/author/Vergolini%2C+Loris')]"
1,"[('Steffen Schindler', ' Faculty Social Sciences, Economics, and Business Administration, University of Bamberg, Bamberg, Germany', 'https://www.tandfonline.com/author/Schindler%2C+Steffen')]"
2,"[('Heejung Chung', ' School of Social Policy, Sociology and Social Research, University of Kent, Canterbury, UK', 'https://www.tandfonline.com/author/Chung%2C+Heejung'), ('Bart Meuleman', ' Institute for Social and Political Opinion Research, University of Leuven, Leuven, Belgium', 'https://www.tandfonline.com/author/Meuleman%2C+Bart')]"
1,"[('Marco Tosi', ' Department of Sociology and Social Research, University of Trento, Trento, Italy', 'https://www.tandfonline.com/author/Tosi%2C+Marco')]"
1,"[('Lena Liechti', ' Department of Social Sciences, University of Fribourg, Fribourg, Switzerland', 'https://www.tandfonline.com/author/Liechti%2C+Lena')]"
1,"[('Mikołaj Pawlak', ' University of Warsaw, Poland', 'https://www.tandfonline.com/author/Pawlak%2C+Miko%C5%82aj')]"
1,"[('Adriana Mica', ' Faculty of Applied Social Sciences and Resocialisation, University of Warsaw, Warsaw, Poland', 'https://www.tandfonline.com/author/Mica%2C+Adriana')]"
1,"[('Michalis Lianos', ' University of Rouen', 'https://www.tandfonline.com/author/Lianos%2C+Michalis')]"
1,"[('Per H. Jensen', ' Center for Comparative Welfare Studies, Aalborg University, Aalborg, Denmark', 'https://www.tandfonline.com/author/Jensen%2C+Per+H')]"
4,"[('Per H. Jensen', ' Center for Comparative Welfare Studies, Aalborg University, Aalborg, Denmark', 'https://www.tandfonline.com/author/Jensen%2C+Per+H'), ('Rasmus Juul Møberg', ' Department of Sociology and Social Work, Aalborg University, Aalborg, Denmark', 'https://www.tandfonline.com/author/M%C3%B8berg%2C+Rasmus+Juul'), ('Ralf Och', ' Institute of Sociology, University of Hamburg, Hamburg, Germany', 'https://www.tandfonline.com/author/Och%2C+Ralf'), ('Birgit Pfau-Effinger', ' Institute of Sociology, University of Hamburg, Hamburg, Germany', 'https://www.tandfonline.com/author/Pfau-Effinger%2C+Birgit')]"
4,"[('Yueh-Ching Chou', ' Institute of Health and Welfare Policy, Research Center for Health and Welfare Policy, National Yang-Ming University, Taipei, Taiwan', 'https://www.tandfonline.com/author/Chou%2C+Yueh-Ching'), ('Birgit Pfau-Effinger', ' Department of Social Sciences, University of Hamburg, Hamburg, Germany', 'https://www.tandfonline.com/author/Pfau-Effinger%2C+Birgit'), ('Teppo Kröger', ' Department of Social Sciences and Philosophy, University of Jyväskylä, Jyväskylä, Finland', 'https://www.tandfonline.com/author/Kr%C3%B6ger%2C+Teppo'), ('Costanzo Ranci', ' Department of Architecture and Urban Studies, Polytechnic of Milan, Milan, Italy', 'https://www.tandfonline.com/author/Ranci%2C+Costanzo')]"
2,"[('Per H. Jensen', ' Center for Comparative Welfare Studies, Aalborg University, Aalborg, Denmark', 'https://www.tandfonline.com/author/Jensen%2C+Per+H'), ('Rasmus Juul Møberg', ' Department of Sociology and Social Work, Aalborg University, Aalborg, Denmark', 'https://www.tandfonline.com/author/M%C3%B8berg%2C+Rasmus+Juul')]"
3,"[('Kairi Kasearu', ' Institute of Social Studies, University of Tartu, Tartu, Estonia', 'https://www.tandfonline.com/author/Kasearu%2C+Kairi'), ('Lara Maestripieri', ' Polytechnic of Milano, Milano, Italy', 'https://www.tandfonline.com/author/Maestripieri%2C+Lara'), ('Costanzo Ranci', ' Department of Architecture and Urban Studies, Polytechnic of Milano, Milano, Italy', 'https://www.tandfonline.com/author/Ranci%2C+Costanzo')]"
2,"[('Jürgen Gerhards', ' Institute of Sociology, Free University Berlin, Berlin, Germany', 'https://www.tandfonline.com/author/Gerhards%2C+J%C3%BCrgen'), ('Michael Mutz', ' Department of Sport Science, Justus-Liebig-University Gießen, Gießen, Germany', 'https://www.tandfonline.com/author/Mutz%2C+Michael')]"
3,"[('Laura Jacobs', ' Centre for Political Research, University of Leuven, Leuven, Belgium', 'https://www.tandfonline.com/author/Jacobs%2C+Laura'), ('Marc Hooghe', ' Centre for Political Research, University of Leuven, Leuven, Belgium', 'https://www.tandfonline.com/author/Hooghe%2C+Marc'), ('Thomas de Vroome', ' Research and Documentation Centre, Dutch Ministry of Security and Justice, The Hague, Netherlands', 'https://www.tandfonline.com/author/de+Vroome%2C+Thomas')]"
1,"[('Daniela Craveiro', ' Communication and Society Research Centre, Universidade do Minho, Braga, Portugal', 'https://www.tandfonline.com/author/Craveiro%2C+Daniela')]"
1,"[('Elina Schleutker', ' Department of Political Science, University of Freiburg, Freiburg, Germany', 'https://www.tandfonline.com/author/Schleutker%2C+Elina')]"
2,"[('Teemu Turunen', ' Department of Social Research, University of Helsinki, Helsinki, Finland', 'https://www.tandfonline.com/author/Turunen%2C+Teemu'), ('Jouko Nätti', ' Faculty of Social Sciences, University of Tampere, Tampere, Finland', 'https://www.tandfonline.com/author/N%C3%A4tti%2C+Jouko')]"
1,"[('Alessia Vatta', ' Department of Political and Social Sciences, University of Trieste, Italy', 'https://www.tandfonline.com/author/Vatta%2C+Alessia')]"
1,"[('Christine Barwick', ' Centre Marc Bloch Berlin/Sciences Po Paris', 'https://www.tandfonline.com/author/Barwick%2C+Christine')]"
1,"[('Michalis Lianos', ' University of Rouen', 'https://www.tandfonline.com/author/Lianos%2C+Michalis')]"
1,"[('Dennis Köthemann', ' Department of Sociology, School of Human and Social Sciences, University of Wuppertal, Wuppertal, Germany', 'https://www.tandfonline.com/author/K%C3%B6themann%2C+Dennis')]"
1,"[('Vera Lomazzi', ' GESIS – Leibniz Institute for Social Sciences, Cologne, Germany', 'https://www.tandfonline.com/author/Lomazzi%2C+Vera')]"
1,"[('Philip Wotschack', ' WZB Berlin Social Science Center, Research Unit, Skill Formation and Labor Markets, Berlin, Germany', 'https://www.tandfonline.com/author/Wotschack%2C+Philip')]"
2,"[('Susan Kuivalainen', ' Finnish Centre for Pensions (Eläketurvakeskus), Helsinki, Finland', 'https://www.tandfonline.com/author/Kuivalainen%2C+Susan'), ('Jani Erola', ' Sociology, University of Turku (Turun yliopisto), Turku, Finland', 'https://www.tandfonline.com/author/Erola%2C+Jani')]"
3,"[('Menno van Setten', ' Department of Migration and Ethnic Relations, Utrecht University, Utrecht, The Netherlands', 'https://www.tandfonline.com/author/van+Setten%2C+Menno'), ('Peer Scheepers', ' Department of Sociology, Radboud University, Nijmegen, The Netherlands', 'https://www.tandfonline.com/author/Scheepers%2C+Peer'), ('Marcel Lubbers', ' Department of Sociology, Radboud University, Nijmegen, The Netherlands', 'https://www.tandfonline.com/author/Lubbers%2C+Marcel')]"
1,"[('Bella Marckmann', ' Department of Sociology, University of Copenhagen, Copenhagen, Denmark', 'https://www.tandfonline.com/author/Marckmann%2C+Bella')]"
1,"[('Aysegul Kayaoglu', ' Department of Economics, Istanbul Technical University, Turkey', 'https://www.tandfonline.com/author/Kayaoglu%2C+Aysegul')]"
