number_volume,number_issue,number_article,type_1,type_2,name_book,keyword,author_number,author_info,page_start,page_end,page_number,date_receive,date_accept,date_online,views,Crossref,Web_of_Science
15,2,4,Article,Art Markets and Sociology of Culture,THE PRICE OF ART,"['price formation', 'art markets', 'culture', 'uncertainty']",2,"[(' Jens Beckert ', ' Max Planck Institute for the Study of Societies in Cologne , Cologne , Germany ', 'https://www.tandfonline.com/author/Beckert%2C+Jens'), (' Jörg Rössel ', ' Institute for Sociology , University of Zurich , Zurich , Switzerland ', 'https://www.tandfonline.com/author/R%C3%B6ssel%2C+J%C3%B6rg')]",178,195,18,08 Jan 2013,10 Jan 2013,21 Feb 2013,"3,243",49,0
15,2,5,Article,Art Markets and Sociology of Culture,PRICELESS CALCULATIONS,"['art market', 'performativity', 'networks', 'artistic objects', 'cultural value']",1,"[(' Juan Pablo Pardo-Guerra ', ' London School of Economics and Political Science , London , UK ', 'https://www.tandfonline.com/author/Pardo-Guerra%2C+Juan+Pablo')]",196,211,16,08 Jan 2013,10 Jan 2013,18 Feb 2013,331,1,1
15,2,6,Article,Art Markets and Sociology of Culture,MUSICIANS MAKE MARKETS,"['music', 'markets', 'aesthetics', 'embodiment', 'agency', 'Beethoven']",1,"[(' Tia DeNora ', ' University of Exeter , Exeter , UK ', 'https://www.tandfonline.com/author/DeNora%2C+Tia')]",212,228,17,08 Jan 2013,10 Jan 2013,21 Feb 2013,501,3,1
15,2,7,Article,Art Markets and Sociology of Culture,"PUTTING CIRCUITS INTO FIELDS, OR HOW ITALIAN <i>CANZONE</i> GAINED THE STATUS OF ‘ART’ IN THE MUSIC MARKET","['music market', 'sacrilization', 'authorship', 'suicide', 'circuits of commerce', 'field of cultural production']",1,"[(' Marco Santoro ', ' Università di Bologna , Bologna , Italy ', 'https://www.tandfonline.com/author/Santoro%2C+Marco')]",229,245,17,08 Jan 2013,10 Jan 2013,29 Apr 2013,189,3,0
15,2,8,Article,Cultural Capital and Heritage,EMERGING FORMS OF CULTURAL CAPITAL,"['cultural capital', 'cosmopolitanism', 'stratification']",2,"[(' Annick Prieur ', ' Department of Sociology and Social Work , University of Aalborg , Denmark ', 'https://www.tandfonline.com/author/Prieur%2C+Annick'), (' Mike Savage ', ' Department of Sociology , London School of Economics , London ', 'https://www.tandfonline.com/author/Savage%2C+Mike')]",246,267,22,06 Mar 2012,16 Aug 2012,26 Mar 2013,"6,573",154,7
15,2,9,Article,Cultural Capital and Heritage,EXPLAINING VARIATION IN WORK ETHIC IN EUROPE,"['work ethic', 'modernisation', 'social institutions', 'European Values Study', 'comparative study, multilevel analysis']",3,"[(' Kirsten Stam ', ' Tilburg University, Sociology , Tilburg , The Netherlands ', 'https://www.tandfonline.com/author/Stam%2C+Kirsten'), (' Ellen Verbakel ', ' Tilburg University, Sociology , Tilburg , The Netherlands ', 'https://www.tandfonline.com/author/Verbakel%2C+Ellen'), (' Paul M. De Graaf ', ' Tilburg University, Sociology , Tilburg , The Netherlands ', 'https://www.tandfonline.com/author/de+Graaf%2C+Paul+M')]",268,289,22,10 May 2011,16 Aug 2012,05 Oct 2012,959,14,1
15,2,10,Article,Cultural Capital and Heritage,GLOBALIZATION OF MARKETS FOR CONTEMPORARY ART,"['globalization', 'galleries', 'market', 'contemporary art', 'organizational practice']",1,"[(' Olav Velthuis ', ' Department of Sociology and Anthropology , University of Amsterdam , Amsterdam , The Netherlands ', 'https://www.tandfonline.com/author/Velthuis%2C+Olav')]",290,308,19,08 Jan 2013,10 Jan 2013,25 Feb 2013,"1,909",20,0
15,3,1,editorial,Editorial,Questions to the Sociology of Europe,[],1,"[(' Göran Therborn ', ' University of Cambridge ', 'https://www.tandfonline.com/author/Therborn%2C+G%C3%B6ran')]",309,311,3,,,19 Jun 2013,210,0,0
15,3,2,Article,Issues of Europe-Making,THE EU: THE COMMUNITARIAN DEFICIT,"['European integration', 'community building', 'communitarian', 'moral dialogue', 'fiscal union', 'political union']",1,"[(' Amitai Etzioni ', ' Department of Sociology , University of Cyprus , Nicosia , Cyprus ', 'https://www.tandfonline.com/author/Etzioni%2C+Amitai')]",312,330,19,27 Feb 2013,27 Feb 2013,16 Apr 2013,650,8,1
15,3,3,Article,Issues of Europe-Making,EUROPEAN MARKET MAKING AND POLICY DUPLICATION,"['European integration', 'transnationalisation', 'technical standards', 'barriers to trade', 'sociology of markets']",1,"[(' Christian Frankel ', ' Copenhagen Business School , Frederiksberg , Denmark ', 'https://www.tandfonline.com/author/Frankel%2C+Christian')]",331,352,22,06 Jul 2010,05 Nov 2012,19 Dec 2012,116,1,1
15,3,4,Article,Issues of Europe-Making,TERRITORIAL BORDERS AS INSTITUTIONS,"['borders', 'migration control', 'functions', 'territory', 'institutions']",1,"[(' Andreas Müller ', ' Federal Office for Migration and Refugees , Nürnberg , Germany ', 'https://www.tandfonline.com/author/M%C3%BCller%2C+Andreas')]",353,372,20,09 Jun 2011,30 Jun 2012,03 Sep 2012,784,4,1
15,3,5,Article,Issues of Europe-Making,CLASS AND SOCIAL CAPITAL IN EUROPE,"['class', 'social capital', 'social space', 'Europe']",2,"[(' Renato Miguel Carmo ', ' CIES , Lisbon University Institute , Lisbon , Portugal ', 'https://www.tandfonline.com/author/Carmo%2C+Renato+Miguel'), (' Nuno Nunes ', ' CIES , Lisbon University Institute , Lisbon , Portugal ', 'https://www.tandfonline.com/author/Nunes%2C+Nuno')]",373,387,15,11 Jan 2011,22 Apr 2012,12 Jun 2012,"1,191",8,0
15,3,6,Article,Family Moves and Personal Outcomes,INTRA-EU MIGRATION FROM SLOVAKIA,"['intra-EU migration', 'new economics of labour migration', 'migrant networks theory', 'migration from Slovakia', 'Labour Force Survey']",1,"[(' Miloslav Bahna ', ' Institute for Sociology, Slovak Academy of Sciences , Bratislava , Slovak Republic ', 'https://www.tandfonline.com/author/Bahna%2C+Miloslav')]",388,407,20,24 Apr 2011,14 Jun 2012,25 Jul 2012,643,8,1
15,3,7,Article,Family Moves and Personal Outcomes,"MIGRATION, RETURN, AND HAPPINESS IN ROMANIA","['International migration', 'return migration', 'happiness', 'Romania']",1,"[(' David Bartram ', ' Department of Sociology , University of Leicester , Leicester , UK ', 'https://www.tandfonline.com/author/Bartram%2C+David')]",408,422,15,05 Jan 2012,16 Aug 2012,18 Sep 2012,689,11,1
15,3,8,Article,Family Moves and Personal Outcomes,WHY DO COUPLES RELOCATE?,"['family migration', 'unemployment', 'household economic theory', 'bargaining theory', 'gender role theory']",1,"[(' Silvia Maja Melzer ', ' University of Bielefeld , Bielefeld , Germany ', 'https://www.tandfonline.com/author/Melzer%2C+Silvia+Maja')]",423,445,23,29 Apr 2010,09 Jan 2013,16 Apr 2013,172,1,1
15,3,9,Article,Family Moves and Personal Outcomes,PARENTHOOD AND RETIREMENT,"['reproductive history', 'retirement', 'gender', 'welfare state', 'SHARELIFE']",2,"[(' Karsten Hank ', ' University of Cologne, Institute of Sociology , Cologne , Germany ', 'https://www.tandfonline.com/author/Hank%2C+Karsten'), (' Julie M. Korbmacher ', ' MEA – Max Planck Institute for Social Law and Social Policy , Munich , Germany ', 'https://www.tandfonline.com/author/Korbmacher%2C+Julie+M')]",446,461,16,16 Feb 2012,09 Nov 2012,07 Dec 2012,584,18,1
15,3,10,book review,Book Reviews,Bourdieu in International Relations – Rethinking Key Concepts in IR,[],1,"[(' Jens Arnholtz ', ' Department of Sociology , University of Copenhagen ', 'https://www.tandfonline.com/author/Arnholtz%2C+Jens')]",462,464,3,07 Jan 2013,11 Jan 2013,15 Feb 2013,435,3,1
15,3,11,book review,Book Reviews,The Emancipation of Europe's Muslims: The State's Role in Minority Integration,[],1,"[(' Reza Azarian ', ' Stockholm University , Stockholm ', 'https://www.tandfonline.com/author/Azarian%2C+Reza')]",465,466,2,09 Dec 2012,13 Jan 2013,20 Feb 2013,117,0,1
15,3,12,book review,Book Reviews,Women on Corporate Boards and in Top Management. European Trends and Policy Work and Welfare in Europe Series,[],1,"[(' Anna Wahl ', ' Organization and Management , Royal Institute of Technology (KTH) , Stockholm , Sweden ; Tema Genus , Linköping University , Sweden ', 'https://www.tandfonline.com/author/Wahl%2C+Anna')]",467,469,3,10 Jan 2013,24 Mar 2013,07 May 2013,260,0,1
15,4,1,editorial,EDITORIAL,Where are the PIGS? Still a Southern European Welfare Regime?,[],1,"[('Göran Therborn', '', 'https://www.tandfonline.com/author/Therborn%2C+G%C3%B6ran')]",471,474,4,,,30 Sep 2013,642,8,0
15,4,2,Article,Article,The Southern European Welfare model in the post-industrial order,"['Mediterranean Welfare regime', 'new social risks', 'economic crisis', 'welfare reform']",2,"[('Pau Marí-Klose', ' Departamento de Psicología y Sociología, Universidad de Zaragoza', 'https://www.tandfonline.com/author/Mar%C3%AD-Klose%2C+Pau'), ('Francisco Javier Moreno-Fuentes', ' Institute of Public Goods and Policies (IPP-CSIC), Madrid, Spain', 'https://www.tandfonline.com/author/Moreno-Fuentes%2C+Francisco+Javier')]",475,492,18,14 Aug 2013,14 Aug 2013,06 Sep 2013,"1,011",28,3
15,4,3,Article,Article,"Youth, family change and welfare arrangements","['familism', 'female labour participation', 'household care', 'societal change', 'welfare arrangements']",2,"[('Luis Moreno', ' Spanish National Research Council, IPP-CCHS-CSIC', 'https://www.tandfonline.com/author/Moreno%2C+Luis'), ('Pau Marí-Klose', ' Department of Psychology and Sociology, University of Zaragoza', 'https://www.tandfonline.com/author/Mar%C3%AD-Klose%2C+Pau')]",493,513,21,,,30 Sep 2013,846,31,3
15,4,4,Article,Article,The Myth of Mediterranean Familism,"['welfare attitudes', 'familism', 'Mediterranean model', 'childcare']",2,"[('Ines Calzada', ' Instituto de Políticas y Bienes Públicos (CSIC), Madrid, Spain', 'https://www.tandfonline.com/author/Calzada%2C+Ines'), ('Clem Brooks', ' Department of Sociology, Indiana University, Bloomington, IN, USA', 'https://www.tandfonline.com/author/Brooks%2C+Clem')]",514,534,21,,,06 Sep 2013,903,26,0
15,4,5,Article,Article,Bridge over troubled waters,"['family', 'gender', 'work and family', 'fertility', 'gender equality', 'welfare state']",3,"[('Anália Torres', ' Department of Sociology, ISCSP-UTL, Lisbon, Portugal ', 'https://www.tandfonline.com/author/Torres%2C+An%C3%A1lia'), ('Bernardo Coelho', ' Department of Sociology, CIES-IUL, Lisbon, Portugal ', 'https://www.tandfonline.com/author/Coelho%2C+Bernardo'), ('Miguel Cabrita', ' Department of Sociology, CIES-IUL, Lisbon, Portugal ', 'https://www.tandfonline.com/author/Cabrita%2C+Miguel')]",535,556,22,,,16 Sep 2013,422,6,1
15,4,6,Article,Article,Redefining the dynamics of intergenerational family solidarity in spain,"['Spanish welfare state', 'dependency care', 'familist values', 'intergenerational solidarity']",2,"[('Jordi Caïs', ' Department of Sociology and Organizational Analysis, Universitat de Barcelona, Barcelona, Spain', 'https://www.tandfonline.com/author/Ca%C3%AFs%2C+Jordi'), ('Laia Folguera', ' Department of Sociology and Organizational Analysis, Universitat de Barcelona, Barcelona, Spain', 'https://www.tandfonline.com/author/Folguera%2C+Laia')]",557,576,20,,,30 Sep 2013,452,5,1
15,4,7,Article,Article,The Southern European migrant-based care model,"['long-term care', 'immigration', 'female employment', 'Mediterranean Welfare regime']",3,"[('Barbara Da Roit', ' Department of Sociology and Anthropology, University of Amsterdam', 'https://www.tandfonline.com/author/da+Roit%2C+Barbara'), ('Amparo González Ferrer', ' Instituto de Economía, Geografía y Demografía (CSIC) Madrid', 'https://www.tandfonline.com/author/Gonz%C3%A1lez+Ferrer%2C+Amparo'), ('Francisco Javier Moreno-Fuentes', ' Instituto de Políticas y Bienes Públicos (CSIC) Madrid', 'https://www.tandfonline.com/author/Moreno-Fuentes%2C+Francisco+Javier')]",577,596,20,,,30 Sep 2013,560,17,0
15,4,8,Article,Article,Is social protection in Greece at a crossroads?,"['familialist regime', 'statism', 'austerity measures', 'welfare retrenchment', 'pension reform', 'health', 'social care']",1,"[('Maria Petmesidou', ' Department of Social Administration and Political Science, Democritus University of Thrace, Greece', 'https://www.tandfonline.com/author/Petmesidou%2C+Maria')]",597,616,20,,,06 Sep 2013,534,27,1
15,4,9,Article,Article,Female employment and the economic crisis,"['female employment', 'Italy', 'inequality', 'crisis', 'labour market', 'welfare']",3,"[('Alberta Andreotti', ' Department of Sociology and Social Research, University of Milano-Bicocca, Milano, Italy', 'https://www.tandfonline.com/author/Andreotti%2C+Alberta'), ('Enzo Mingione', ' Department of Sociology and Social Research, University of Milano-Bicocca, Milano, Italy', 'https://www.tandfonline.com/author/Mingione%2C+Enzo'), ('Jonathan Pratschke', ' Department of of Economics and Statistics, University of Salerno, Salerno, Italy', 'https://www.tandfonline.com/author/Pratschke%2C+Jonathan')]",617,635,19,,,06 Sep 2013,721,5,0
15,5,1,editorial,Editorials,Changes of Families and Nations,[],1,"[('Göran Therborn', ' University of Cambridge', 'https://www.tandfonline.com/author/Therborn%2C+G%C3%B6ran')]",637,638,2,,,27 Nov 2013,193,0,0
15,5,2,Article,"Children, Family, Work",Capabilities and Childbearing Intentions in Europe,"['childbearing intentions', 'capability approach', 'economic uncertainties', 'reconciliation policies']",1,"[('Susanne Fahlén', ' Department of Sociology, Stockholm University, Stockholm, Sweden', 'https://www.tandfonline.com/author/Fahl%C3%A9n%2C+Susanne')]",639,662,24,12 Jan 2011,16 Mar 2013,16 May 2013,587,14,1
15,5,3,Article,"Children, Family, Work",Does Children's Age Impact the Division of Housework?,"['division of household labor', 'family models', 'Germany', 'France', 'gender roles']",2,"[('Cordula Zabel', ' Institute for Employment Research (IAB), Nuremberg, Germany', 'https://www.tandfonline.com/author/Zabel%2C+Cordula'), ('Valerie K. Heintz-Martin', ' German Youth Institute (DJI), Munich, Germany', 'https://www.tandfonline.com/author/Heintz-Martin%2C+Valerie+K')]",663,685,23,13 May 2011,06 Nov 2012,06 Dec 2012,349,5,1
15,5,4,Article,"Children, Family, Work",Dependent Children and Women's Sickness Absence in the EU Countries and Norway,"['sickness absence', 'absenteeism', 'women', 'children', 'double burden']",1,"[('Arne Mastekaasa', ' Department of Sociology and Human Geography, University of Oslo, Oslo, Norway', 'https://www.tandfonline.com/author/Mastekaasa%2C+Arne')]",686,706,21,,,03 Sep 2012,200,6,0
15,5,5,Article,"Children, Family, Work",The Modernisation Process Through the Perceptions of Work–Family in Spain and Great Britain,"['perceived conflict in reconciling work and family life', 'gender', 'comparative perspective', 'modernisation']",1,"[('Marta Ortega Gaspar', ' Departamento de Derecho del Estado y Sociología, Facultad de CC. Económicas, Universidad de Málaga, Málaga, Spain', 'https://www.tandfonline.com/author/Gaspar%2C+Marta+Ortega')]",707,728,22,14 Oct 2010,13 Jun 2013,19 Aug 2013,340,6,1
15,5,6,Article,National Values,The Czechs and their View of History,"['historical consciousness', 'collective memory', 'history', 'Czech national history', 'sociological research', 'quantitative methodology']",3,"[('Jiří Šubrt', ' Department of Sociology, Faculty of Arts, Charles University in Prague, Celetna 20, Prague 1, Prague 11642, Czech Republic; Department of Sociology, Faculty of Arts, Charles University in Prague, Celetna 20, Prague 1, Prague 11000, Czech Republic; Institute of Sociology, Academy of Sciences of the Czech Republic, Czech Sociological Data Archive, Jilska 1, Prague 1, Prague 11000, Czech Republic', 'https://www.tandfonline.com/author/%C5%A0ubrt%2C+Ji%C5%99%C3%AD'), ('Jiří Vinopal', ' Department of Sociology, Faculty of Arts, Charles University in Prague, Celetna 20, Prague 1, Prague 11642, Czech Republic; Department of Sociology, Faculty of Arts, Charles University in Prague, Celetna 20, Prague 1, Prague 11000, Czech Republic; Institute of Sociology, Academy of Sciences of the Czech Republic, Czech Sociological Data Archive, Jilska 1, Prague 1, Prague 11000, Czech Republic', 'https://www.tandfonline.com/author/Vinopal%2C+Ji%C5%99%C3%AD'), ('Martin Vávra', ' Department of Sociology, Faculty of Arts, Charles University in Prague, Celetna 20, Prague 1, Prague 11642, Czech Republic; Department of Sociology, Faculty of Arts, Charles University in Prague, Celetna 20, Prague 1, Prague 11000, Czech Republic; Institute of Sociology, Academy of Sciences of the Czech Republic, Czech Sociological Data Archive, Jilska 1, Prague 1, Prague 11000, Czech Republic', 'https://www.tandfonline.com/author/V%C3%A1vra%2C+Martin')]",729,752,24,12 Dec 2012,14 Jun 2013,08 Oct 2013,188,3,1
15,5,7,Article,National Values,Moving ‘East’ or ‘West’?,"['Muslim', 'democratization', 'development', 'modernization', 'values', 'enlargement']",3,"[('Jeffrey C. Dixon', ' Department of Sociology, College of the Holy Cross, Worcester, MA, USA', 'https://www.tandfonline.com/author/Dixon%2C+Jeffrey+C'), ('Yetkin Borlu', ' Department of Agricultural Economics and Rural Sociology, The Pennsylvania State University, University Park, PA, USA', 'https://www.tandfonline.com/author/Borlu%2C+Yetkin'), ('Duygu Kasdoğan', ' York University, Toronto, Canada', 'https://www.tandfonline.com/author/Kasdo%C4%9Fan%2C+Duygu')]",753,779,27,13 Jun 2010,19 Oct 2011,14 Dec 2011,285,4,0
15,5,8,book review,Book Reviews,Sociology of the European Union/Exploring the Sociology of Europe,[],1,"[('Sven E.O. Hort', ' Seoul National University ', 'https://www.tandfonline.com/author/Hort%2C+Sven+EO')]",780,782,3,13 Jan 2013,24 Mar 2013,29 Jul 2013,165,0,1
15,5,9,book review,Book Reviews,"Femininity at Work: Gender, Labour and Changing Relations of Power in a Swedish Hospital",[],1,"[('Jeff Hearn', ' Örebro University, Sweden; Hanken School of Economics, Finland; University of Huddersfield, UK', 'https://www.tandfonline.com/author/Hearn%2C+Jeff')]",783,785,3,24 Mar 2013,31 Mar 2013,22 May 2013,215,0,1
15,5,10,,Editorial Board,Editorial Board,[],0,[],ebi,ebi,1,,,27 Nov 2013,24,0,0
16,1,1,editorial,EDITORIAL,"Rights, Responsibility, and Identities",[],1,"[('Göran Therborn', ' University of Cambridge ', 'https://www.tandfonline.com/author/Therborn%2C+G%C3%B6ran')]",1,2,2,,,04 Mar 2014,161,0,0
16,1,2,Article,Parents and Children,Couple Bargaining or Socio-Economic Status?,"['parental care', 'time use', 'Spain']",3,"[('Pau Baizán', ' Department of Political &amp; Social Sciences, Institució Catalana de Recerca i Estudis Avançats (ICREA), Universitat Pompeu Fabra, Barcelona, Spain', 'https://www.tandfonline.com/author/Baiz%C3%A1n%2C+Pau'), ('Marta Domínguez', ' Department of Political &amp; Social Sciences, Universitat Pompeu Fabra, Barcelona, Spain', 'https://www.tandfonline.com/author/Dom%C3%ADnguez%2C+Marta'), ('María José González', ' Department of Political &amp; Social Sciences, Universitat Pompeu Fabra, Barcelona, Spain', 'https://www.tandfonline.com/author/Gonz%C3%A1lez%2C+Mar%C3%ADa+Jos%C3%A9')]",3,27,25,,,03 Dec 2013,357,12,1
16,1,3,Article,Parents and Children,Independence or interdependence,"['familialism', 'individualism', 'Italy', 'Germany', 'transition to adulthood', 'norms']",1,"[('Therese Luetzelberger', ' Department of Political and Social Sciences, European University Institute, San Domenico di Fiesole (FI), Italy', 'https://www.tandfonline.com/author/Luetzelberger%2C+Therese')]",28,47,20,,,23 Aug 2012,421,9,1
16,1,4,Article,Employability - Declared and Undeclared,Empowerment as Contested Terrain,"['empowerment', 'social policy', 'employability']",2,"[('Hans Pruijt', ' Erasmus Universiteit Rotterdam, FSW Sociology, Rotterdam, The Netherlands', 'https://www.tandfonline.com/author/Pruijt%2C+Hans'), ('Mara A. Yerkes', ' Institute for Social Science Research, The University of Queensland, Brisbane, QLD, Australia; Erasmus Universiteit Rotterdam, FSW Sociology, Rotterdam, The Netherlands', 'https://www.tandfonline.com/author/Yerkes%2C+Mara+A')]",48,67,20,,,27 Jun 2013,267,6,1
16,1,5,Article,Employability - Declared and Undeclared,Evaluating the Participation of the Unemployed in Undeclared Work,"['informal economy', 'informal employment', 'tax compliance', 'unemployment', 'European Union']",2,"[('Colin C. Williams', ' School of Management, University of Sheffield, Sheffield, UK', 'https://www.tandfonline.com/author/Williams%2C+Colin+C'), ('Sara Nadin', ' School of Management, University of Sheffield, Sheffield, UK', 'https://www.tandfonline.com/author/Nadin%2C+Sara')]",68,89,22,,,01 May 2012,310,7,3
16,1,6,Article,Welfare Rights,Dynamic Cleavages of ‘Welfare Rights and Duties’ in Public Attitude Towards Old-age Pensions,"['public attitudes', 'pension', 'welfare status model', 'generational cleavage', 'class cleavage', 'gender cleavage', 'multilevel analysis']",2,"[('Sang-Hoon Ahn', ' College of Social Sciences, Seoul National University, Seoul, South Korea', 'https://www.tandfonline.com/author/Ahn%2C+Sang-Hoon'), ('Soo-Wan Kim', ' College of Social Welfare, Kangnam University, Gyeonggi-do, South Korea', 'https://www.tandfonline.com/author/Kim%2C+Soo-Wan')]",90,111,22,,,03 Dec 2012,313,4,4
16,1,7,Article,Welfare Rights,Who Blames the Poor?,"['attributions for poverty', 'causes of poverty', 'social perceptions', 'cross-national differences', 'Europe']",2,"[('Johanna Kallio', ' Swedish School of Social Science, University of Helsinki, Helsinki, Finland', 'https://www.tandfonline.com/author/Kallio%2C+Johanna'), ('Mikko Niemelä', ' Research Department, The Social Insurance Institution of Finland, Helsinki, Finland', 'https://www.tandfonline.com/author/Niemel%C3%A4%2C+Mikko')]",112,135,24,,,22 Apr 2013,992,21,1
16,1,8,Article,Migration and Identity,Mobility and Identity in a Wider European Union,"['identity', 'European Union', 'Romania', 'Spain', 'mobility']",1,"[('Silvia Marcu', ' Instituto de Economía, Geografía y Demografía, Consejo Superior de Investigaciones Científicas (CSIC), Madrid, Spain', 'https://www.tandfonline.com/author/Marcu%2C+Silvia')]",136,156,21,,,15 Jul 2013,567,6,1
16,1,9,book review,Book Reviews,Russia and China,[],1,"[('S. A. Smith', ' All Souls College, Oxford', 'https://www.tandfonline.com/author/Smith%2C+S+A')]",157,159,3,,,18 Oct 2013,152,0,1
16,1,10,book review,Book Reviews,Dacha Idylls: Living Organically in Russia's Countryside,[],1,"[('Milosz Miszczynski', ' Jagiellonian University, Poland', 'https://www.tandfonline.com/author/Miszczynski%2C+Milosz')]",160,161,2,,,19 Dec 2012,73,0,0
16,1,11,book review,Book Reviews,Vosstanie srednego klassa,[],1,"[('Tony Wood', ' New Left Review, UK', 'https://www.tandfonline.com/author/Wood%2C+Tony')]",162,163,2,,,22 Nov 2013,41,0,1
16,2,1,editorial,Editorial,A Youth Cohort Devastated,[],1,"[('Göran Therborn', ' University of Cambridge', 'https://www.tandfonline.com/author/Therborn%2C+G%C3%B6ran')]",165,166,2,,,04 Apr 2014,444,2,2
16,2,2,Article,School-to-Work Transitions,Introduction,[],1,"[('Maarten H. J. Wolbers', ' Department of Sociology, Radboud University Nijmegen, Nijmegen, The Netherlands', 'https://www.tandfonline.com/author/Wolbers%2C+Maarten+H+J')]",167,174,8,,,25 Aug 2013,738,6,1
16,2,3,Article,School-to-Work Transitions,Explaining National Differences in Education-work Transitions,"['cross-national comparisons', 'school-to-work transitions', 'institutional effects', 'education systems', 'labour market']",1,"[('David Raffe', ' Centre for Educational Sociology, University of Edinburgh, Edinburgh, Scotland, UK', 'https://www.tandfonline.com/author/Raffe%2C+David')]",175,193,19,,,07 Aug 2013,"1,550",32,3
16,2,4,Article,School-to-Work Transitions,Youth Labour Market Integration Across Europe,"['youth labour market integration', 'school-to-work transitions', 'youth unemployment', 'comparative research', 'European Social Survey']",3,"[('Marloes de Lange', ' Department of Sociology, Radboud University Nijmegen, Nijmegen, The Netherlands', 'https://www.tandfonline.com/author/de+Lange%2C+Marloes'), ('Maurice Gesthuizen', ' Department of Sociology, Radboud University Nijmegen, Nijmegen, The Netherlands', 'https://www.tandfonline.com/author/Gesthuizen%2C+Maurice'), ('Maarten H.J. Wolbers', ' Department of Sociology, Radboud University Nijmegen, Nijmegen, The Netherlands', 'https://www.tandfonline.com/author/Wolbers%2C+Maarten+HJ')]",194,212,19,,,05 Aug 2013,"2,437",59,1
16,2,5,Article,School-to-Work Transitions,The Measurement of School-to-work Transitions as Processes,"['school-to-work transition', 'sequence analysis', 'event history analysis', 'life-course research', 'trajectory']",1,"[('Christian Brzinsky-Fay', ' WZB Berlin Social Research Center, Berlin, Germany', 'https://www.tandfonline.com/author/Brzinsky-Fay%2C+Christian')]",213,232,20,,,01 Aug 2013,"1,270",36,2
16,2,6,Article,School-to-Work Transitions,Effects of Social Networks on Finding an Apprenticeship in the German Vocational Training System,"['social and ethnic network composition', 'social capital', 'apprenticeship search', 'school-to-work transition']",1,"[('Tobias Roth', ' University of Mannheim, Mannheim, Germany', 'https://www.tandfonline.com/author/Roth%2C+Tobias')]",233,254,22,,,07 Aug 2013,461,9,0
16,2,7,Article,School-to-Work Transitions,Labour Market Prospects of Swiss Career Entrants after Completion of Vocational Education and Training,"['youth labour market', 'school-to-work transitions', 'job requirements', 'vocational training', 'skill demand', 'Switzerland']",2,"[('Alexander Salvisberg', ' Swiss Job Market Monitor, Institute of Sociology, University of Zurich, Zurich, Switzerland', 'https://www.tandfonline.com/author/Salvisberg%2C+Alexander'), ('Stefan Sacchi', ' Swiss Job Market Monitor, Institute of Sociology, University of Zurich, Zurich, Switzerland', 'https://www.tandfonline.com/author/Sacchi%2C+Stefan')]",255,274,20,,,07 Aug 2013,546,10,1
16,2,8,Article,Job Market Functionings,Female-typical Subjects and their Effect on Wage Inequalities among Higher Education Graduates in Germany,"['horizontal segregation', 'wage inequalities', 'higher education', 'gender', 'Germany']",2,"[('Kathrin Leuze', ' Department of Sociology, Leibniz University of Hannover, Hannover, Germany', 'https://www.tandfonline.com/author/Leuze%2C+Kathrin'), ('Susanne Strauß', ' Department of Sociology, University of Tübingen, Tübingen, Germany', 'https://www.tandfonline.com/author/Strau%C3%9F%2C+Susanne')]",275,298,24,,,05 Dec 2012,711,13,1
16,2,9,Article,Job Market Functionings,Who Benefits from a Job Change,"['low pay', 'high pay', 'job mobility', 'wage mobility']",4,"[('Dimitris Pavlopoulos', ' Department of Sociology, VU University Amsterdam, Amsterdam, The Netherlands', 'https://www.tandfonline.com/author/Pavlopoulos%2C+Dimitris'), ('Didier Fouarge', ' Maastricht University, Research Centre for Education and the Labour Market (ROA), Maastricht, The Netherlands', 'https://www.tandfonline.com/author/Fouarge%2C+Didier'), ('Ruud Muffels', ' Department of Sociology and ReflecT, Tilburg University, Tilburg, The Netherlands', 'https://www.tandfonline.com/author/Muffels%2C+Ruud'), ('Jeroen K Vermunt', ' Department of Methodology and Statistics, Tilburg University, Tilburg, The Netherlands', 'https://www.tandfonline.com/author/Vermunt%2C+Jeroen+K')]",299,319,21,,,03 Jun 2013,432,7,1
16,2,10,book review,Book Reviews,"Iron Curtains: Gates, Suburbs and Privatization of Space in the Post-socialist City",[],1,"[('Dominika V. Polanska', ' Centre for Baltic and East European Studies at Södertörn University, Sweden', 'https://www.tandfonline.com/author/Polanska%2C+Dominika+V')]",320,321,2,,,21 Jun 2013,158,0,1
16,2,11,book review,Book Reviews,Genre et rapports sociaux de sexe (Gender and Social Relations of Sex),[],1,"[('Ilo Trajkovski', ' University of ‘Ss Cyril and Methodius’, Skopje, Republic of Macedonia', 'https://www.tandfonline.com/author/Trajkovski%2C+Ilo')]",322,324,3,,,18 Sep 2013,121,0,1
16,3,1,editorial,Editorial,Europe From the Outside – and the Inside,[],1,"[('Göran Therborn', ' University of Cambridge', 'https://www.tandfonline.com/author/Therborn%2C+G%C3%B6ran')]",325,328,4,,,23 Jun 2014,142,0,0
16,3,2,review article,Enquête: Europe from the Outside,How Secular is European Secularism?,"['European Secularism', 'religions', 'modern Europe']",1,"[('Rajeev Bhargava', ' CSDS, New Delhi, India', 'https://www.tandfonline.com/author/Bhargava%2C+Rajeev')]",329,336,8,,,03 Jun 2014,872,6,0
