number_volume,number_issue,number_article,type,page_start,page_end,date_receive,date_accept,date_online,keyword,name_book,author_number,author_info,views,Crossref,Web_of_Science
17,3,4,Article,333,350,,,12 Mar 2015,"['ideology', 'democracy', 'political parties', 'hierarchical cluster analysis', 'EVS']",European Sociopolitical Mentalities: Identifying Pro- and Antidemocratic Tendencies,2,"[('Jaroslav Košťál', ' Institute of Psychology, Academy of Sciences of the Czech Republic, Prague, Czech Republic', 'https://www.tandfonline.com/author/Ko%C5%A1%C5%A5%C3%A1l%2C+Jaroslav'), ('Martina Klicperová-Baker', ' Institute of Psychology, Academy of Sciences of the Czech Republic, Prague, Czech Republic', 'https://www.tandfonline.com/author/Klicperov%C3%A1-Baker%2C+Martina')]",215,1,1
17,3,5,Article,351,371,,,27 Apr 2015,"['welfare attitudes', 'social rights', 'social rights consciousness', 'welfare regimes', 'dualization', 'Portugal']",Sophie's Choice,2,"[('Filipe Carreira da Silva', ' Institute of Social Sciences of the University of Lisbon, Portugal; Selwyn College, Cambridge, UK', 'https://www.tandfonline.com/author/Carreira+da+Silva%2C+Filipe'), ('Laura Valadez Martinez', ' Centre for Research in Social Policy, Loughborough University, Loughborough, UK', 'https://www.tandfonline.com/author/Valadez+Martinez%2C+Laura')]",293,2,2
17,3,6,Article,372,395,,,29 Apr 2015,"['immigration', 'attitudes', 'Europe', 'economic crisis', 'Ireland']",Do Attitudes to Immigrants Change in Hard Times? Ireland in a European Context,2,"[('Thomas Turner', ' Department of Personnel and Employment Relations, Kemmy Business School, University of Limerick, Limerick, Ireland', 'https://www.tandfonline.com/author/Turner%2C+Thomas'), ('Christine Cross', ' Department of Personnel and Employment Relations, Kemmy Business School, University of Limerick, Limerick, Ireland', 'https://www.tandfonline.com/author/Cross%2C+Christine')]",635,8,0
17,3,7,book review,396,398,,,01 Apr 2015,[],Law and the Formation of Modern Europe – Perspectives from the Historical Sociology of Law,1,"[('Jens Arnholtz', ' University of Copenhagen, Denmark', 'https://www.tandfonline.com/author/Arnholtz%2C+Jens')]",86,0,0
17,3,8,book review,398,400,,,21 Apr 2015,[],Turbulent and Mighty Continent. What Future for Europe?,1,"[('Pieter Vanhuysse', ' University of Southern Denmark, Odense, Denmark ', 'https://www.tandfonline.com/author/Vanhuysse%2C+Pieter')]",117,0,0
17,4,1,editorial,401,403,,,25 Sep 2015,[],"Europe, Dead in the water",1,"[('Michalis Lianos', ' University of Rouen', 'https://www.tandfonline.com/author/Lianos%2C+Michalis')]",509,1,0
17,4,2,Article,404,422,,,10 Nov 2014,"[""women's movement"", 'Poland', 'Czech Republic', 'transactional activism', 'mobilization']",Strategies of Contentious Action: A comparative analysis of the women's movements in Poland and the Czech Republic,2,"[('Elzbieta Korolczuk', ' Department of Sociology and Work Science, University of Gothenburg, Gothenburg, Sweden', 'https://www.tandfonline.com/author/Korolczuk%2C+Elzbieta'), ('Steven Saxonberg', ' Institute of International Relations, Prague, Czech Republic; Department of Health and Society, Dalarna University College, Falun, Sweden', 'https://www.tandfonline.com/author/Saxonberg%2C+Steven')]",525,2,0
17,4,3,Article,423,446,,,25 Aug 2015,"['welfare and labor market', 'employment precariousness and family formation', 'insider–outsider divide']",The Rise of a Latin Model? Family and fertility consequences of employment instability in Italy and Spain,5,"[('Paolo Barbieri', ' Department of Sociology and Social Research, University of Trento, Trento, Italy', 'https://www.tandfonline.com/author/Barbieri%2C+Paolo'), ('Rossella Bozzon', ' Department of Sociology and Social Research, University of Trento, Trento, Italy', 'https://www.tandfonline.com/author/Bozzon%2C+Rossella'), ('Stefani Scherer', ' Department of Sociology and Social Research, University of Trento, Trento, Italy', 'https://www.tandfonline.com/author/Scherer%2C+Stefani'), ('Raffaele Grotti', ' Department of Sociology and Social Research, University of Trento, Trento, Italy', 'https://www.tandfonline.com/author/Grotti%2C+Raffaele'), ('Michele Lugo', ' Department of Sociology and Social Research, University of Trento, Trento, Italy', 'https://www.tandfonline.com/author/Lugo%2C+Michele')]",726,27,3
17,4,4,Article,447,466,14 Apr 2014,15 Apr 2015,20 Jul 2015,"['care workers', 'care drain', 'transnational partnering', 'Austria', 'Slovakia']",Victims of Care Drain and Transnational Partnering?,1,"[('Miloslav Bahna', ' Institute for Sociology, Slovak Academy of Sciences, Bratislava, Slovak Republic', 'https://www.tandfonline.com/author/Bahna%2C+Miloslav')]",258,6,0
17,4,5,Article,467,491,,,12 Aug 2015,"['career mobility', 'modernization', 'status attainment', 'single women', 'growth-curve analysis']",Occupational Career Attainment of Single Women During Modernization: The logic of industrialism thesis revisited,1,"[('Wiebke Schulz', ' Bielefeld University/DIW-Berlin, Mohrenstraße 59, Berlin, Germany', 'https://www.tandfonline.com/author/Schulz%2C+Wiebke')]",239,2,3
17,4,6,Article,492,512,,,14 Jul 2015,"['informal sector', 'shadow economy', 'undeclared work', 'corruption', 'tax evasion', 'Central and Eastern Europe']",Explaining Cross-National Variations in the Informalisation of Employment,1,"[('Colin C. Williams', ' Sheffield University Management School, University of Sheffield, Sheffield, UK', 'https://www.tandfonline.com/author/Williams%2C+Colin+C')]",291,12,6
17,4,7,Article,513,534,,,06 Aug 2015,"['life course', 'precarious prosperity', 'gender', 'agency', 'Romanian households', 'precarious decency']",Romanian Households Dealing with Precariousness: A life-course approach,1,"[('Ionela Vlase', ' Department of Sociology, Lucian Blaga University of Sibiu, Sibiu, Romania; Research Institute for Quality of Life, Bucharest, Romania', 'https://www.tandfonline.com/author/Vlase%2C+Ionela')]",210,3,0
17,4,8,Article,535,568,,,10 Aug 2015,"['overeducation', 'skill mismatch', 'field of study', 'labour market institutions']",Credential and Skill Mismatches Among Tertiary Graduates: The effect of labour market institutions on the differences between fields of study in 18 countries,1,"[('Giulia Assirelli', ' Doctoral School of Social Sciences, University of Trento, Trento, Italy', 'https://www.tandfonline.com/author/Assirelli%2C+Giulia')]",321,6,0
17,4,9,Article,569,592,,,24 Aug 2015,"['EU affairs', 'professionalism', 'Europeanization', 'European Union', 'social field', 'transnationalism']",Professionalization in EU Policy-Making? The topology of the transnational field of EU affairs,4,"[('Sebastian M. Büttner', ' Institute of Sociology, Friedrich-Alexander-University Erlangen-Nürnberg (FAU), Erlangen, Germany', 'https://www.tandfonline.com/author/B%C3%BCttner%2C+Sebastian+M'), ('Lucia Leopold', ' Department of Social Sciences, Humboldt University of Berlin (HU), Berlin, Germany', 'https://www.tandfonline.com/author/Leopold%2C+Lucia'), ('Steffen Mau', ' Department of Social Sciences, Humboldt University of Berlin (HU), Berlin, Germany', 'https://www.tandfonline.com/author/Mau%2C+Steffen'), ('Matthias Posvic', ' Bremen International Graduate School of Social Sciences (BIGSSS), Bremen, Germany', 'https://www.tandfonline.com/author/Posvic%2C+Matthias')]",437,10,0
17,4,10,Article,593,614,,,12 Aug 2015,"['European identity', 'narratives of Europe', 'local context']",The Narrative Construction of European Identity. Meanings of Europe ‘from below’,1,"[('Gemma Scalise', ' Department of Political and Social Sciences, University of Florence, Via delle Pandette, 21-50127 Firenze, Italy', 'https://www.tandfonline.com/author/Scalise%2C+Gemma')]","2,478",15,0
17,4,11,book review,615,616,,,16 Jul 2015,[],Mobile Europe. The Theory and Practice of Free Movement in the EU,1,"[('Anna Triandafyllidou', ' European University Institute, Italy', 'https://www.tandfonline.com/author/Triandafyllidou%2C+Anna')]",417,0,0
17,5,1,editorial,617,619,,,02 Feb 2016,[],Love ‘dispensed with’,1,"[('Michalis Lianos', ' University of Rouen', 'https://www.tandfonline.com/author/Lianos%2C+Michalis')]",241,0,0
17,5,2,Article,620,652,,,01 Oct 2015,"['immigration', 'ethnic prejudice', 'subjective rationality', 'welfare state', 'Germany']",Anti-Immigrant Sentiment and Majority Support for Three Types of Welfare,1,"[('Tina Goldschmidt', ' Department of Sociology, Stockholm University, Stockholm, Sweden', 'https://www.tandfonline.com/author/Goldschmidt%2C+Tina')]",900,14,0
17,5,3,Article,653,673,,,05 Nov 2015,"['welfare models', 'economic crisis', 'welfare state', 'social insurance', 'Southern Europe', 'Greece']",Greece After the Crisis: Still a south European welfare model?,1,"[('Stella Zambarloukou', ' Department of Sociology, University of Crete, Greece', 'https://www.tandfonline.com/author/Zambarloukou%2C+Stella')]",640,7,0
17,5,4,Article,674,699,,,21 Dec 2015,"['perceived employability', 'supportive national context', 'multi-level analysis']",Perceived Employability in Difficult Economic Times,2,"[('Tomas Berglund', ' Department of Sociology and Work Science, University of Gothenburg, Gothenburg, Sweden', 'https://www.tandfonline.com/author/Berglund%2C+Tomas'), ('Ylva Wallinder', ' Department of Sociology and Work Science, University of Gothenburg, Gothenburg, Sweden', 'https://www.tandfonline.com/author/Wallinder%2C+Ylva')]",565,7,0
17,5,5,Article,700,723,,,05 Jan 2016,"['political trust', 'economic indicators', 'multilevel analysis', 'financial crisis']",Economic Performance and Political Trust: The impact of the financial crisis on European citizens,3,"[('Veronica Fagerland Kroknes', ' Department of Sociology and Political Science, Norwegian University of Science and Technology, Trondheim, Norway', 'https://www.tandfonline.com/author/Kroknes%2C+Veronica+Fagerland'), ('Tor Georg Jakobsen', ' Trondheim Business School, Sør-Trøndelag University College, Trondheim, Norway', 'https://www.tandfonline.com/author/Jakobsen%2C+Tor+Georg'), ('Lisa-Marie Grønning', ' Department of Sociology and Political Science, Norwegian University of Science and Technology, Trondheim, Norway', 'https://www.tandfonline.com/author/Gr%C3%B8nning%2C+Lisa-Marie')]","1,216",13,6
17,5,6,Article,724,746,,,15 Dec 2015,"['globalization', 'Europeanization', 'transnationalism', 'professional football', 'football audience', 'public sphere']",Transnational Public Attention in European Club Football: Current trends and driving forces,1,"[('Michael Mutz', ' Institute of Sport Science, Georg-August-Universität Göttingen, Göttingen, Germany', 'https://www.tandfonline.com/author/Mutz%2C+Michael')]",257,3,0
17,5,7,book review,747,751,,,22 Sep 2015,[],The Political Economy of the Service Transition; Varieties of Liberalization and the New Politics of Social Solidarity,1,"[('Torben Krings', ' Johannes Kepler University Linz, Austria', 'https://www.tandfonline.com/author/Krings%2C+Torben')]",208,0,0
18,1,1,editorial,1,4,,,03 Mar 2016,[],Work is failing us,1,"[('Michalis Lianos', ' University of Rouen', 'https://www.tandfonline.com/author/Lianos%2C+Michalis')]",406,1,2
18,1,2,Article,5,24,16 Jul 2014,09 Dec 2015,05 Feb 2016,"['Institutions', 'trust', 'social capital', 'economic freedom', 'Eurobarometer']",Institutions of economic freedom and generalized trust: evidence from the Eurobarometer surveys,1,"[('Antonio Saravia', ' Eugene W. Stetson School of Business and Economics, Mercer University, 1501 Mercer University Drive, Macon, GA 31207, USA', 'https://www.tandfonline.com/author/Saravia%2C+Antonio')]",242,3,0
18,1,3,Article,25,46,17 Apr 2014,09 Dec 2015,08 Feb 2016,"['Financial assistance', 'inter-household transfers', 'crowding out', 'EU-SILC']",Public and private financial assistance in Europe,1,"[('Thomas Emery', ' Netherlands Interdisciplinary Demographic Institute and Erasmus University Rotterdam, Den Haag, The Netherlands', 'https://www.tandfonline.com/author/Emery%2C+Thomas')]",173,1,3
18,1,4,Article,47,69,20 Mar 2014,21 Dec 2015,10 Feb 2016,"['Intergenerational transmission', 'fertility', 'first birth', 'education', 'parent–child dyads', 'Norway']",Intergenerational transmission of age at first birth in Norway,3,"[('Birgitte Sande Riise', ' Research Department, Statistics Norway, Oslo, Norway', 'https://www.tandfonline.com/author/Riise%2C+Birgitte+Sande'), ('Lars Dommermuth', ' Research Department, Statistics Norway, Oslo, Norway', 'https://www.tandfonline.com/author/Dommermuth%2C+Lars'), ('Torkild Hovde Lyngstad', ' Department of Sociology, University of Oslo, Oslo, Norway', 'https://www.tandfonline.com/author/Lyngstad%2C+Torkild+Hovde')]",259,3,3
18,1,5,Article,70,90,10 Sep 2014,12 Nov 2015,05 Jan 2016,"['Family policy hybridisation', 'cash for childcare schemes', 'parental choice', 'gender equality', 'Nordic welfare states']","Cash for childcare schemes in the Nordic welfare states: diverse paths, diverse outcomes",2,"[('Ann-Zofie Duvander', ' Department of Sociology, Stockholm University, Stockholm, Sweden', 'https://www.tandfonline.com/author/Duvander%2C+Ann-Zofie'), ('Anne Lise Ellingsæter', ' Department of Sociology, University of Oslo, Oslo, Norway', 'https://www.tandfonline.com/author/Ellings%C3%A6ter%2C+Anne+Lise')]","1,357",25,5
18,1,6,Article,91,113,16 May 2014,21 Nov 2015,22 Jan 2016,"['Gender pay gap', 'education', 'family policy', 'segregation', 'on-the-job training']","Family-friendly policies and women's wages – is there a trade-off? Skill investments, occupational segregation and the gender pay gap in Germany, Sweden and the UK",2,"[('Anne Grönlund', ' Department of Sociology, Umeå University, Umeå, Sweden; Department of Social Work, Umeå University, Umeå, Sweden', 'https://www.tandfonline.com/author/Gr%C3%B6nlund%2C+Anne'), ('Charlotta Magnusson', ' Swedish Institute for Social Research (SOFI), Stockholm University, Stockholm, Sweden', 'https://www.tandfonline.com/author/Magnusson%2C+Charlotta')]","3,300",15,5
18,1,7,book review,114,116,,,15 Jan 2016,[],"Unaccountable: How elite power brokers corrupt our finances, freedom, and security",1,"[('Mikołaj Pawlak', ' University of Warsaw, Poland', 'https://www.tandfonline.com/author/Pawlak%2C+Miko%C5%82aj')]",123,0,1
18,2,1,Article,117,135,30 May 2014,22 Dec 2015,10 Feb 2016,"['Educational attainment', 'parental education', 'parents’ social class', 'parents’ social status', 'parental earnings', 'cognitive ability']","Is it enough to be bright? Parental background, cognitive ability and educational attainment",1,"[('Robert Erikson', ' Swedish Institute for Social Research, Stockholm University, Stockholm, Sweden', 'https://www.tandfonline.com/author/Erikson%2C+Robert')]","2,450",21,44
18,2,2,Article,136,157,11 Feb 2015,21 Dec 2015,03 Mar 2016,"['NEET', 'life course', 'social exclusion', 'propensity score matching', 'Sweden']","Long-term consequences of being not in employment, education or training as a young adult. Stability and change in three Swedish birth cohorts",2,"[('Olof Bäckman', ' Swedish Institute for Social Research, SOFI, Stockholm University, Stockholm, Sweden; Department of Criminology, Stockholm University, Stockholm, Sweden', 'https://www.tandfonline.com/author/B%C3%A4ckman%2C+Olof'), ('Anders Nilsson', ' Department of Criminology, Stockholm University, Stockholm, Sweden', 'https://www.tandfonline.com/author/Nilsson%2C+Anders')]",928,25,1
18,2,3,Article,158,179,08 Apr 2014,21 Dec 2015,19 Feb 2016,"['Vocational education', 'higher education', 'gender segregation', 'labour markets', 'transition countries']",The Bulgarian educational system and gender segregation in the labour market,4,"[('Franziska Bieri', ' Social Research and Methodology Group, University of Basel, Basel, Switzerland', 'https://www.tandfonline.com/author/Bieri%2C+Franziska'), ('Christian Imdorf', ' Institute of Sociology, University of Bern, Bern, Switzerland', 'https://www.tandfonline.com/author/Imdorf%2C+Christian'), ('Rumiana Stoilova', ' Institute for the Study of Societies and Knowledge, Bulgarian Academy of Sciences, Sofia, Bulgaria', 'https://www.tandfonline.com/author/Stoilova%2C+Rumiana'), ('Pepka Boyadjieva', ' Institute for the Study of Societies and Knowledge, Bulgarian Academy of Sciences, Sofia, Bulgaria', 'https://www.tandfonline.com/author/Boyadjieva%2C+Pepka')]",778,3,0
18,2,4,Article,180,199,27 Nov 2014,09 Dec 2015,01 Feb 2016,"['Educational inequality', 'immigrants', 'educational systems', 'tracking', 'QCA', 'fuzzy sets']",Multiple paths to inequality. How institutional contexts shape the educational opportunities of second-generation immigrants in Europe,1,"[('Camilla Borgna', ' “Skill Formation and Labor Markets” Research Unit, Berlin Social Science Center (WZB), Berlin, Germany', 'https://www.tandfonline.com/author/Borgna%2C+Camilla')]",697,7,1
18,3,1,Article,201,220,23 Apr 2013,09 Feb 2016,06 Apr 2016,"['Family', 'patterns of sociability practices', 'patterns of solidarity norms', 'defamilization', 'welfare state regimes']",Patterns of family salience and welfare state regimes: sociability practices and support norms in a comparative perspective,2,"[('Olga Ganjour', ' Department of Sociology, University of Geneva, Geneva, Switzerland', 'https://www.tandfonline.com/author/Ganjour%2C+Olga'), ('Eric D. Widmer', ' Department of Sociology, University of Geneva, Geneva, Switzerland', 'https://www.tandfonline.com/author/Widmer%2C+Eric+D')]",608,11,0
18,3,2,Article,221,244,17 Dec 2014,24 Mar 2016,25 Apr 2016,"['Social cohesion', 'welfare typology', 'values', 'multidimensional scaling', 'cluster analysis', 'EVS']",Welfare regimes and social cohesion regimes: do they express the same values?,3,"[('Monique Borsenberger', ' Département Conditions de vie, LISER, Esch-sur-Alzette, Luxembourg', 'https://www.tandfonline.com/author/Borsenberger%2C+Monique'), ('Charles Fleury', ' Département de sociologie, Faculté des sciences sociales, Université Laval, Québec, Canada', 'https://www.tandfonline.com/author/Fleury%2C+Charles'), ('Paul Dickes', ' Département Conditions de vie, LISER, Esch-sur-Alzette, Luxembourg; Laboratoire InterPsy, Université de Lorraine, Nancy, France', 'https://www.tandfonline.com/author/Dickes%2C+Paul')]",497,3,1
18,3,3,Article,245,263,09 Jan 2014,15 Jan 2016,02 Mar 2016,"['Self-rated health', 'income inequality', 'generalized social trust', 'multilevel models', 'World Value Survey', 'European Value Survey']",National income inequality and self-rated health: the differing impact of individual social trust across 89 countries,3,"[('Jesper Rözer', ' Department of Sociology, Amsterdam University, Amsterdam, The Netherlands', 'https://www.tandfonline.com/author/R%C3%B6zer%2C+Jesper'), ('Gerbert Kraaykamp', ' Department of Sociology/ICS, Radboud University Nijmegen, Nijmegen, The Netherlands', 'https://www.tandfonline.com/author/Kraaykamp%2C+Gerbert'), ('Tim Huijts', ' Centre of Primary Care and Public Health, Queen Mary University of London, London, UK', 'https://www.tandfonline.com/author/Huijts%2C+Tim')]","1,053",7,5
18,3,4,Article,264,287,03 Aug 2014,29 Feb 2016,12 Apr 2016,"['Education systems', 'inequalities', 'gender', 'social origin', 'international comparison']","Education systems and the dynamics of educational inequalities in low educational attainment: a closer look at England (UK), Finland, Luxembourg, and German-speaking Switzerland",2,"[('Andreas Hadjar', ' Institute of Education &amp; Society, University of Luxembourg, Esch-Belval, Luxembourg', 'https://www.tandfonline.com/author/Hadjar%2C+Andreas'), ('Erica Uusitalo', ' Institute of Education &amp; Society, University of Luxembourg, Esch-Belval, Luxembourg', 'https://www.tandfonline.com/author/Uusitalo%2C+Erica')]","1,389",3,0
18,3,5,book review,288,290,,,17 Apr 2016,[],The ‘postmodern turn’ in the social sciences,1,"[('Nicholas Gane', ' University of Warwick', 'https://www.tandfonline.com/author/Gane%2C+Nicholas')]",167,1,0
18,4,1,editorial,291,294,,,25 Jul 2016,[],Brexit: should refusal (or even plate-smashing) be a sociological category?,1,"[('Michalis Lianos', ' University of Rouen', 'https://www.tandfonline.com/author/Lianos%2C+Michalis')]","1,127",2,2
18,4,2,Article,295,314,13 Jan 2014,22 Dec 2015,29 Feb 2016,"['Nonstandard schedules', 'parenthood', 'child care']","Parenthood, child care, and nonstandard work schedules in Europe",2,"[('Mareike Bünning', ' WZB Berlin Social Science Center, Berlin, Germany', 'https://www.tandfonline.com/author/B%C3%BCnning%2C+Mareike'), ('Matthias Pollmann-Schult', ' WZB Berlin Social Science Center, Berlin, Germany', 'https://www.tandfonline.com/author/Pollmann-Schult%2C+Matthias')]",505,4,0
18,4,3,Article,315,335,28 May 2014,20 Jun 2016,15 Jul 2016,"['Labour trajectories', 'economic recession', 'Spain', 'flexibility', 'precarious employment', 'social background']",Employment instability and economic crisis in Spain: what are the elements that make a difference in the trajectories of younger adults?,2,"[('Martí López-Andreu', "" Business School, University of Huddersfield, Huddersfield, UK; Centre d'Estudis Sociològics sobre la Vida Quotidiana i el Treball (QUIT-UAB), Universitat Autònoma de Barcelona, Barcelona, Spain"", 'https://www.tandfonline.com/author/L%C3%B3pez-Andreu%2C+Mart%C3%AD'), ('Joan Miquel Verd', "" Centre d'Estudis Sociològics sobre la Vida Quotidiana i el Treball (QUIT-UAB), Universitat Autònoma de Barcelona, Barcelona, Spain; Sociology Department, Universitat Autònoma de Barcelona, Barcelona, Spain; Institut d’Estudis del Treball (IET), Universitat Autònoma de Barcelona, Barcelona, Spain"", 'https://www.tandfonline.com/author/Verd%2C+Joan+Miquel')]",325,6,1
18,4,4,Article,336,358,29 Dec 2014,01 Jun 2016,14 Jul 2016,"['Family transfers', 'public transfers', 'intergenerational redistribution', 'SHARE']",Public transfers and the balance of intergenerational family support in Europe,1,"[('Stipica Mudrazija', ' Urban Institute, Washington, DC, USA', 'https://www.tandfonline.com/author/Mudrazija%2C+Stipica')]",352,5,0
18,4,5,Article,359,388,18 Jul 2014,11 Mar 2016,12 Apr 2016,"['School autonomy', 'educational decentralization', 'education', 'post-materialism', 'OECD', 'England', 'Germany', 'Italy', 'Sweden']",Increasing school autonomy in Western Europe: a comparative analysis of its causes and forms,2,"[('Claudia Christ', ' Institute of Political Science, University of Tübingen, Tübingen, Germany', 'https://www.tandfonline.com/author/Christ%2C+Claudia'), ('Michael Dobbins', ' Institute of Political Science, Goethe University of Frankfurt, Frankfurt am Main, Germany', 'https://www.tandfonline.com/author/Dobbins%2C+Michael')]",419,5,0
18,4,6,Article,389,409,03 Mar 2015,07 Mar 2016,18 Apr 2016,"['Southern Europe', 'leaving home', 'turning points', 'life course', 'transitions to adulthood', 'qualitative research']",Romantic turning points and patterns of leaving home: contributions from qualitative research in a southern European country,1,"[('Magda Nico', ' Instituto Universitário de Lisboa (ISCTE-IUL), Centro de Investigação e Estudos de Sociologia (CIES-IUL), Lisboa, Portugal', 'https://www.tandfonline.com/author/Nico%2C+Magda')]",340,2,0
18,5,1,Article,417,437,02 Apr 2015,17 May 2016,22 Jun 2016,"['Activation', 'Finland', 'unemployment security', 'disability pensions', 'mental health', 'dualisation']",Dualising activation. Responses to unemployment and mental health-related disability retirement in Finland at the turn of the millennium,2,"[('Anna Alanko', ' Department of Social Research, University of Helsinki, Helsinki, Finland', 'https://www.tandfonline.com/author/Alanko%2C+Anna'), ('Sami Outinen', ' Department of Political and Economic Studies, University of Helsinki, Helsinki, Finland', 'https://www.tandfonline.com/author/Outinen%2C+Sami')]",340,3,1
18,5,2,Article,438,459,29 Jul 2014,21 Dec 2015,01 Feb 2016,"['Skilled migration', 'Romanian migration', 'labor incorporation', 'trajectories']",Turning points and transitions in the migratory trajectories of skilled Romanian immigrants in Spain,1,"[('Alisa Petroff', ' Department of Sociology, Universidad Autónoma de Barcelona, Barcelona, Spain', 'https://www.tandfonline.com/author/Petroff%2C+Alisa')]",287,2,3
18,5,3,Article,460,486,04 Nov 2015,13 Jun 2016,14 Jul 2016,"['Hiring', 'employment', 'health selection', 'flexicurity', 'Scandinavia']","Hiring, employment, and health in Scandinavia: the Danish ‘flexicurity’ model in comparative perspective",1,"[('Kristian Heggebø', ' Faculty of Social Sciences, Oslo and Akershus University College, Oslo, Norway', 'https://www.tandfonline.com/author/Heggeb%C3%B8%2C+Kristian')]",599,9,10
18,5,4,Article,487,513,24 May 2013,25 Jul 2016,12 Sep 2016,"['Skills', 'employability', 'volunteering', 'Europe', 'investment model', 'social views']","The investment model of volunteering in the EU-27 countries: volunteering, skills development and employability. A multi-level analysis",2,"[('Manuel Souto-Otero', ' School of Social Sciences, Cardiff University, Cardiff, UK', 'https://www.tandfonline.com/author/Souto-Otero%2C+Manuel'), ('Robin Shields', ' Department of Education, University of Bath, Bath, UK', 'https://www.tandfonline.com/author/Shields%2C+Robin')]",642,3,0
18,5,5,Article,514,534,19 Feb 2015,30 Mar 2016,18 Jul 2016,"['Tolerance of homosexuality', 'social well-being', 'depressive feelings', 'same-sex unions', 'mixed-sex unions']",Does tolerance matter? A comparative study of well-being of persons in same-sex and mixed-sex unions across nine European countries,3,"[('Mirjam M. Fischer', ' Sociology Department, University of Amsterdam, Amsterdam, The Netherlands', 'https://www.tandfonline.com/author/Fischer%2C+Mirjam+M'), ('Matthijs Kalmijn', ' Sociology Department, University of Amsterdam, Amsterdam, The Netherlands', 'https://www.tandfonline.com/author/Kalmijn%2C+Matthijs'), ('Stephanie Steinmetz', ' Sociology Department, University of Amsterdam, Amsterdam, The Netherlands', 'https://www.tandfonline.com/author/Steinmetz%2C+Stephanie')]","1,581",4,4
18,5,6,Article,535,559,25 Jan 2016,09 Aug 2016,02 Sep 2016,"['Social capital', 'social inequalities', 'social networks', 'participation', 'neighbourhood renewal', 'deprived areas']","Neighbourhood renewal, participation, and social capital in deprived areas: unintended consequences in a Nordic context",1,"[('Anette Lykke Hindhede', ' Institute of Learning and Philosophy, Aalborg University, Copenhagen, Denmark; Steno Health Promotion Center, Gentofte, Denmark', 'https://www.tandfonline.com/author/Hindhede%2C+Anette+Lykke')]",469,6,3
18,5,7,book review,560,561,,,22 Sep 2016,[],"Exhibiting Europe in museums: transnational networks, collections, narratives and representations",1,"[('Veronika Settele', ' Freie Universität Berlin, Germany', 'https://www.tandfonline.com/author/Settele%2C+Veronika')]",139,0,0
18,5,8,book review,562,563,,,23 Jul 2016,[],"Cultura, Lectura y Deporte: Percepciones, Prácticas, Aprendizaje y Capital Intercultural, Encuesta Nacional de Cultura, Lectura y Deporte (Los mexicanos vistos por sí mismos. Los grandes temas nacionales; 13) [Culture, Reading and Sports: Perceptions, Practices, Learning and Intercultural Capital, National Survey on Culture, Reading and Sports (The Mexicans Viewed by Themselves: The Great National Themes; 13)",1,"[('Carlos Gigoux', ' Department of Sociology, University of Essex', 'https://www.tandfonline.com/author/Gigoux%2C+Carlos')]",48,1,1
19,1,1,Article,1,27,29 Dec 2015,05 Sep 2016,26 Sep 2016,"['Educational expansion', 'tracking', 'upper secondary education', 'social stratification', 'Italy', 'inequality of educational outcomes']",Educational expansion without equalization: a reappraisal of the ‘Effectively Maintained Inequality’ hypothesis in children’s choice of the upper secondary track,2,"[('Raffaele Guetto', ' Department of Sociology and Social Research, University of Trento, Trento, Italy; Department of Sociology and Social Research, University of Milano-Bicocca, Milano, Italy', 'https://www.tandfonline.com/author/Guetto%2C+Raffaele'), ('Loris Vergolini', ' FBK-IRVAPP, Trento, Italy', 'https://www.tandfonline.com/author/Vergolini%2C+Loris')]",432,6,1
19,1,2,Article,28,48,16 Mar 2015,25 Jul 2016,31 Aug 2016,"['Education', 'school tracking', 'social inequality', 'Germany', 'educational attainment', 'educational transitions']","School tracking, educational mobility and inequality in German secondary education: developments across cohorts",1,"[('Steffen Schindler', ' Faculty Social Sciences, Economics, and Business Administration, University of Bamberg, Bamberg, Germany', 'https://www.tandfonline.com/author/Schindler%2C+Steffen')]","1,069",7,2
19,1,3,Article,49,68,29 Apr 2016,24 Aug 2016,20 Oct 2016,"['Childcare', 'welfare attitudes', 'cross-national research', 'policy provision structure']","European parents’ attitudes towards public childcare provision: the role of current provisions, interests and ideologies",2,"[('Heejung Chung', ' School of Social Policy, Sociology and Social Research, University of Kent, Canterbury, UK', 'https://www.tandfonline.com/author/Chung%2C+Heejung'), ('Bart Meuleman', ' Institute for Social and Political Opinion Research, University of Leuven, Leuven, Belgium', 'https://www.tandfonline.com/author/Meuleman%2C+Bart')]","3,118",21,61
19,1,4,Article,69,90,22 Jun 2015,25 Jul 2016,12 Sep 2016,"['Parent–child relations', 'leaving-home transition', 'life course', 'gender and family', 'Italy']",Leaving-home transition and later parent–child relationships: proximity and contact in Italy,1,"[('Marco Tosi', ' Department of Sociology and Social Research, University of Trento, Trento, Italy', 'https://www.tandfonline.com/author/Tosi%2C+Marco')]",387,8,1
19,1,5,Article,91,112,16 Jan 2015,29 Sep 2016,23 Nov 2016,"['Maternal employment', 'gender equality', 'gender-class intersection', 'family policy']",Resource-related inequalities in mothers’ employment in two family-policy regimes: evidence from Switzerland and West Germany,1,"[('Lena Liechti', ' Department of Social Sciences, University of Fribourg, Fribourg, Switzerland', 'https://www.tandfonline.com/author/Liechti%2C+Lena')]",272,2,0
